October 2024 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective October 1, 2024 through December 31, 2024",,,,,,,,,
,,,,,,,,,
The ASP crosswalks are maintained by the Division of Data Analysis and Market Based Pricing to support ASP-based Medicare Part B payments only. The crosswalks are intended to help the public (including entities that submit manufacturer ASP data and providers who bill for drugs) understand which drug products (identified by NDCs) are assigned to which HCPCS billing codes. The crosswalks are not intended to be a comprehensive list of all drugs/NDCs available in the United States. The NDC to HCPCS Crosswalk also includes information on the NDC package size and the number of billable units (as defined by the HCPCS code descriptor). Comments on the file may be sent to sec303aspdata@cms.hhs.gov.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
_2024_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J1270,"Injection, doxercalciferol",PFIZER INC.,00409-1330-01,Doxercalciferol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Dr. Reddy's Laboratories Inc.,43598-0850-50,Doxercalciferol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Eugia US LLC,55150-0359-50,Doxercalciferol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Genzyme Corporation,58468-0123-01,Hectorol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Genzyme Corporation,58468-0127-01,Hectorol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Alembic Pharmaceuticals Inc.,62332-0690-30,Doxercalciferol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",LUPIN PHARMACEUTICALS,68180-0718-52,Doxercalciferol,1 MCG,2,50,4,200
J1270,"Injection, doxercalciferol",Meitheal Pharmaceuticals Inc.,71288-0802-04,Doxercalciferol,1 mcg,2,25,4,100
J1290,Ecallantide injection,"Takeda Pharmaceuticals America, Inc.",47783-0101-01,Kalbitor,1 MG,1,3,10,30
J1300,Eculizumab injection,"Alexion Pharmaceuticals, Inc.",25682-0001-01,Soliris,10 MG,1,1,30,30
J1301,"Injection, edaravone, 1 mg","Mitsubishi Tanabe Pharma America, Inc.",70510-2171-02,Radicava,1 MG,100,2,30,60
J1302,"Inj, sutimlimab-jome, 10 mg",Bioverativ Therapeutics Inc.,80203-0347-01,Enjaymo,10 MG,22,1,110,110
J1303,"Inj., ravulizumab-cwvz 10 mg",ALEXION PHARMACEUTICALS,25682-0022-01,Ultomiris,10 MG,30,1,30,30
J1303,"Inj., ravulizumab-cwvz 10 mg","Alexion Pharmaceuticals, Inc.",25682-0025-01,Ultomiris,10 MG,3,1,30,30
J1303,"Inj., ravulizumab-cwvz 10 mg","Alexion Pharmaceuticals, Inc.",25682-0028-01,Ultomiris,10 MG,11,1,110,110
J1304,Inj tofersen intrathec 1 mg,Biogen Inc.,64406-0109-01,Qalsody,1 MG,15,1,100,100
J1305,"Inj, evinacumab-dgnb, 5mg","Regeneron Pharmaceuticals, Inc.",61755-0010-01,Evkeeza,5 MG,8,1,240,240
J1305,"Inj, evinacumab-dgnb, 5mg","Regeneron Pharmaceuticals, Inc.",61755-0013-01,Evkeeza,5 MG,2.3,1,69,69
J1306,"Injection, inclisiran, 1 mg",Novartis Pharmaceuticals Corporation,00078-1000-60,Leqvio,1 MG,1.5,1,284,284
J1322,"Elosulfase alfa, injection",BioMarin Pharmaceutical Inc.,68135-0100-01,Vimizim,1 MG,5,1,5,5
J1323,"Inj, elranatamab-bcmm, 1 mg",Pfizer Inc,00069-2522-02,Elrexfio,1 MG,1.1,1,44,44
J1323,"Inj, elranatamab-bcmm, 1 mg",Pfizer Inc,00069-4494-02,Elrexfio,1 MG,1.9,1,76,76
J1325,Epoprostenol injection,GlaxoSmithKline LLC,00173-0517-00,Flolan,0.5 MG,1,1,1,1
J1325,Epoprostenol injection,GlaxoSmithKline LLC,00173-0519-00,Flolan,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"SICOR PHARMACEUTICALS, INC.",00703-1985-01,Epoprostenol,0.5 MG,1,1,1,1
J1325,Epoprostenol injection,"SICOR PHARMACEUTICALS, INC.",00703-1995-01,Epoprostenol,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Sun Pharmaceutical Industries, Inc.",62756-0059-40,Epoprostenol,0.5 MG,1,1,1,1
J1325,Epoprostenol injection,"Sun Pharmaceutical Industries, Inc.",62756-0060-40,Epoprostenol,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Actelion Pharmaceuticals US, Inc.",66215-0402-01,Veletri,0.5 MG,1,1,3,3
J1325,Epoprostenol injection,"Actelion Pharmaceuticals US, Inc.",66215-0403-01,Veletri,0.5 MG,1,1,1,1
J1335,Ertapenem injection,MERCK SHARP & DOHME LLC.,00006-3843-71,Invanz,500 MG,1,10,2,20
J1335,Ertapenem injection,Hikma Pharmaceuticals USA Inc.,00143-9398-10,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Pfizer Inc,00409-3510-22,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Northstar RxLLC,16714-0889-10,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,"Par Pharmaceutical, Inc.",42023-0221-10,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,"Par Pharmaceutical, Inc.",42023-0221-85,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Dr. Reddy's Laboratories Inc.,43598-0901-58,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,"WG Critical Care, LLC",44567-0820-10,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Eugia US LLC,55150-0282-09,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Eugia US LLC,55150-0282-20,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Apotex Corp,60505-6196-04,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,"FreseniUS Kabi USA, LLC",63323-0823-20,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,BluePoint Laboratories,68001-0408-31,Ertapenem,500 MG,1,10,2,20
J1335,Ertapenem injection,Fosun Pharma USA Inc.,72266-0159-05,Ertapenem,500 MG,1,5,2,10
J1335,Ertapenem injection,Fosun Pharma USA Inc.,72266-0159-10,Ertapenem,500 MG,1,10,2,20
J1364,Erythro lactobionate /500 mg,Pfizer Inc,00409-6476-44,Erythromycin Lactobionate,500 MG,1,10,1,10
J1364,Erythro lactobionate /500 mg,Pfizer Inc,00409-6482-01,Erythromycin Lactobionate,500 MG,10,10,1,10
J1364,Erythro lactobionate /500 mg,"Nexus Pharmaceuticals, LLC",14789-0116-05,Erythromycin Lactobionate,500 MG,1,5,1,5
J1380,Estradiol valerate 10 mg inj,Hikma Pharmaceuticals USA Inc.,00143-9289-01,Estradiol Valerate,10 MG,5,1,5,5
J1380,Estradiol valerate 10 mg inj,Hikma Pharmaceuticals USA Inc.,00143-9290-01,Estradiol Valerate,10 MG,5,1,10,10
J1380,Estradiol valerate 10 mg inj,Hikma Pharmaceuticals USA Inc.,00143-9291-01,Estradiol Valerate,10 MG,5,1,20,20
J1380,Estradiol valerate 10 mg inj,"American Regent, Inc.",00517-0420-01,Estradiol Valerate,10 MG,5,1,10,10
J1380,Estradiol valerate 10 mg inj,"American Regent, Inc.",00517-0440-01,Estradiol Valerate,10 MG,5,1,20,20
J1380,Estradiol valerate 10 mg inj,Padagis US LLC,00574-0870-05,Estradiol Valerate,10 MG,5,1,10,10
J1380,Estradiol valerate 10 mg inj,Padagis US LLC,00574-0872-05,Estradiol Valerate,10 MG,5,1,5,20
J1380,Estradiol valerate 10 mg inj,"Par Pharmaceutical, Inc.",42023-0110-01,Delestrogen,10 MG,5,1,5,5
J1380,Estradiol valerate 10 mg inj,"Par Pharmaceutical, Inc.",42023-0111-01,Delestrogen,10 MG,5,1,10,10
J1380,Estradiol valerate 10 mg inj,"Par Pharmaceutical, Inc.",42023-0112-01,Delestrogen,10 MG,5,1,20,20
J1380,Estradiol valerate 10 mg inj,"Xiromed, LLC",70700-0273-22,Estradiol Valerate,10 MG,5,1,5,5
J1380,Estradiol valerate 10 mg inj,"Xiromed, LLC",70700-0274-22,Estradiol Valerate,10 MG,5,1,10,10
J1380,Estradiol valerate 10 mg inj,"Xiromed, LLC",70700-0275-22,Estradiol Valerate,10 MG,5,1,20,20
J1410,Inj estrogen conjugate 25 mg,Pfizer Inc,00046-0749-05,Premarin,25 MG,1,1,1,1
J1430,Ethanolamine oleate 100 mg,"QOL Medical, LLC.",67871-4790-06,Ethanolamine Oleate,100 MG,2,10,1,10
J1437,Inj. fe derisomaltose 10 mg,Pharmacosmos Therapeutics Inc.,73594-9310-01,Monoferric,10 MG,10,1,100,100
J1439,Inj ferric carboxymaltos 1mg,"American Regent, Inc.",00517-0602-01,Injectafer,1 MG,2,1,100,100
J1439,Inj ferric carboxymaltos 1mg,"American Regent, Inc.",00517-0650-01,Injectafer,1mg,15,1,750,750
J1440,Fecal microbiota jslm 1 ml,Ferring Pharmaceuticals Inc.,55566-9800-02,Rebyota,1 ML,1,1,150,150
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0209-10,Neupogen,1 MCG,0.8,10,480,4800
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0209-91,Neupogen,1 MCG,0.8,1,480,480
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0530-10,Neupogen,1 MCG,1,10,300,3000
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0546-10,Neupogen,1 MCG,1.6,10,480,4800
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0924-10,Neupogen,1 MCG,0.5,10,300,3000
J1442,Inj filgrastim excl biosimil,Amgen Inc,55513-0924-91,Neupogen,1 MCG,0.5,1,300,300
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0910-11,Granix,1 MCG,0.5,1,300,300
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0910-15,Granix,1 MCG,0.5,10,300,3000
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0910-17,Granix,1 MCG,0.5,1,300,300
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0910-36,Granix,1 MCG,0.5,5,300,1500
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0912-11,Granix,1 MCG,0.8,1,480,480
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0912-15,Granix,1 MCG,0.8,10,480,4800
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0912-17,Granix,1 MCG,0.8,1,480,480
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0912-36,Granix,1 MCG,0.8,5,480,2400
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0918-59,Granix,1 MCG,1,10,300,3000
J1447,Inj tbo filgrastim 1 microg,"Cephalon, LLC",63459-0920-59,Granix,1 MCG,1.6,10,480,4800
J1448,"Injection, trilaciclib, 1mg","G1 Therapeutics, Inc.",73462-0101-01,Cosela,1 MG,1,1,300,300
J1449,Inj eflapegrastim-xnst 0.1mg,"Spectrum Pharmaceuticals, Inc.",76961-0101-01,Rolvedon,0.1 MG,0.6,1,132,132
J1450,Fluconazole,Baxter Healthcare Corporation,00338-6045-37,Fluconazole In Sodium Chloride,200 MG,200,10,2,20
J1450,Fluconazole,Baxter Healthcare Corporation,00338-6046-48,Fluconazole In Sodium Chloride,200 MG,100,10,1,10
J1450,Fluconazole,Pfizer Inc,00409-4688-12,Fluconazole In Sodium Chloride,200 MG,200,24,2,48
J1450,Fluconazole,Pfizer Inc,00409-4688-18,Fluconazole In Sodium Chloride,200 MG,100,24,1,24
J1450,Fluconazole,Sagent Pharmaceuticals,25021-0184-66,Fluconazole In Sodium Chloride,200 MG,100,10,1,10
J1450,Fluconazole,Sagent Pharmaceuticals,25021-0184-67,Fluconazole In Sodium Chloride,200 MG,200,10,2,20
J1450,Fluconazole,Sagent Pharmaceuticals,25021-0184-82,Fluconazole In Sodium Chloride,200 MG,100,10,1,10
J1450,Fluconazole,Sagent Pharmaceuticals,25021-0184-87,Fluconazole In Sodium Chloride,200 MG,200,10,2,20
J1450,Fluconazole,Woodward Pharma Services LLC,69784-0002-06,Fluconazole in Sodium Chloride,200 MG,100,6,1,6
J1450,Fluconazole,Woodward Pharma Services LLC,69784-0003-06,Fluconazole in Sodium Chloride,200 MG,200,6,2,12
J1450,Fluconazole,Woodward Pharma Services LLC,69784-0261-24,Fluconazole in Sodium Chloride,200 MG,50,24,0.5,12
J1453,Fosaprepitant injection,Merck Sharp & Dohme LLC,00006-3061-00,Emend,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Hikma Pharmaceuticals USA Inc.,00143-9384-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Hikma Pharmaceuticals USA Inc.,00143-9428-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Baxter Healthcare Corporation,00338-0008-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Sandoz Inc.,00781-3497-75,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Northstar RxLLC,16714-0248-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Dr. Reddy's Laboratories Inc.,43598-0859-11,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Dr. Reddy's Laboratories Inc.,43598-0948-11,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Eugia US LLC,55150-0299-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Apotex Corp,60505-6105-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,"FreseniUS Kabi USA, LLC",63323-0972-10,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Mylan Institutional LLC,67457-0889-10,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,BluePoint Laboratories,68001-0421-22,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,BluePoint Laboratories,68001-0517-36,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,BluePoint Laboratories,68001-0523-36,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,LUPIN PHARMACEUTICALS,68180-0690-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,CIPLA USA INC.,69097-0830-37,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,"Athenex Pharmaceutical Division, LLC",70860-0780-10,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,"Athenex Pharmaceutical Division, LLC",70860-0782-10,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,"Athenex Pharmaceutical Division, LLC",70860-0783-10,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,BE Pharmaceuticals Inc.,71839-0104-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Novadoz Pharmaceuticals LLC,72205-0026-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Novadoz Pharmaceuticals LLC,72205-0054-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,Novadoz Pharmaceuticals LLC,72205-0083-01,Fosaprepitant,1 MG,1,1,150,150
J1453,Fosaprepitant injection,"Hepalink USA, Inc.",81952-0911-01,Fosaprepitant,1 MG,1,1,150,150
J1454,"Inj fosnetupitant, palonoset","Helsinn Therapeutics (U.S.), Inc.",69639-0102-01,Akynzeo,0.25 MG,1,1,1,1
J1454,"Inj fosnetupitant, palonoset","Helsinn Therapeutics (U.S.), Inc.",69639-0105-01,Akynzeo,0.25 MG,1,1,1,1
J1454,"Inj fosnetupitant, palonoset","Helsinn Therapeutics (U.S.), Inc.",69639-0106-01,Akynzeo,0.25 MG,1,1,1,1
J1456,"Inj, fosaprepitant (teva)","Actavis Pharma, Inc.",00591-4385-79,Fosaprepitant,1 MG,1,1,150,150
J1458,Galsulfase injection,BioMarin Pharmaceutical Inc.,68135-0020-01,Naglazyme,1 MG,1,1,1,5
J1459,Inj ivig privigen 500 mg,CSL Behring L.L.C.,44206-0436-05,Privigen,500 MG,50,1,10,10
J1459,Inj ivig privigen 500 mg,CSL Behring L.L.C.,44206-0437-10,Privigen,500 MG,110,1,20,20
J1459,Inj ivig privigen 500 mg,CSL Behring L.L.C.,44206-0438-20,Privigen,500 MG,200,1,40,40
J1459,Inj ivig privigen 500 mg,CSL Behring L.L.C.,44206-0439-40,Privigen,500 MG,400,1,80,80
J1460,Gamma globulin 1 cc inj,"GRIFOLS USA, LLC",13533-0335-04,Gamastan,1 CC,2,1,2,2
J1460,Gamma globulin 1 cc inj,"GRIFOLS USA, LLC",13533-0335-12,Gamastan,1 CC,10,1,10,10
J1551,Inj cutaquig 100 mg,Pfizer Inc,00069-1061-02,Cutaquig,100 MG,6,1,10,10
J1551,Inj cutaquig 100 mg,Pfizer Inc,00069-1476-02,Cutaquig,100 MG,12,1,20,20
J1551,Inj cutaquig 100 mg,Pfizer Inc,00069-1509-02,Cutaquig,100 MG,24,1,40,40
J1551,Inj cutaquig 100 mg,Pfizer Inc,00069-1965-02,Cutaquig,100 MG,48,1,80,80
J1551,Inj cutaquig 100 mg,Octapharma USA Inc.,68982-0810-01,Cutaquig,100 MG,6,1,10,10
J1551,Inj cutaquig 100 mg,Octapharma USA Inc.,68982-0810-03,Cutaquig,100 MG,12,1,20,20
J1551,Inj cutaquig 100 mg,Octapharma USA Inc.,68982-0810-04,Cutaquig,100 MG,20,1,33,33
J1551,Inj cutaquig 100 mg,Octapharma USA Inc.,68982-0810-05,Cutaquig,100 MG,24,1,40,40
J1551,Inj cutaquig 100 mg,Octapharma USA Inc.,68982-0810-06,Cutaquig,100 MG,48,1,80,80
J1554,Inj. asceniv,"ADMA Biologics, Inc",69800-0250-01,Asceniv,500 MG,50,1,10,10
J1555,"Inj cuvitru, 100 mg","Takeda Pharmaceuticals America, Inc.",00944-2850-01,Cuvitru,100 MG,1,1,10,10
J1555,"Inj cuvitru, 100 mg","Takeda Pharmaceuticals America, Inc.",00944-2850-03,Cuvitru,100 MG,1,1,20,20
J1555,"Inj cuvitru, 100 mg","Takeda Pharmaceuticals America, Inc.",00944-2850-05,Cuvitru,100 MG,1,1,40,40
J1555,"Inj cuvitru, 100 mg","Takeda Pharmaceuticals America, Inc.",00944-2850-07,Cuvitru,100 MG,1,1,80,80
J1555,"Inj cuvitru, 100 mg","Takeda Pharmaceuticals America, Inc.",00944-2850-09,Cuvitru,100 MG,50,1,100,100
J1556,"Inj, imm glob bivigam, 500mg","ADMA Biologics, Inc",69800-6502-01,Bivigam,500 MG,50,1,10,10
J1556,"Inj, imm glob bivigam, 500mg","ADMA Biologics, Inc",69800-6503-01,Bivigam,500 MG,100,1,20,20
J1557,Gammaplex injection,Bio Products Laboratory,64208-8234-06,Gammaplex,500 MG,100,1,10,10
J1557,Gammaplex injection,Bio Products Laboratory,64208-8234-07,Gammaplex,500 MG,200,1,20,20
J1557,Gammaplex injection,Bio Products Laboratory,64208-8234-08,Gammaplex,500 MG,100,1,40,40
J1557,Gammaplex injection,Bio Products Laboratory,64208-8235-05,Gammaplex,500 MG,50,1,10,10
J1557,Gammaplex injection,Bio Products Laboratory,64208-8235-06,Gammaplex,500 MG,100,1,20,20
J1557,Gammaplex injection,Bio Products Laboratory,64208-8235-07,Gammaplex,500 MG,200,1,40,40
J1558,"Inj. xembify, 100 mg","GRIFOLS USA, LLC",13533-0810-05,Xembify,100 MG,5,1,10,10
J1558,"Inj. xembify, 100 mg","GRIFOLS USA, LLC",13533-0810-10,Xembify,100 MG,10,1,20,20
J1558,"Inj. xembify, 100 mg","GRIFOLS USA, LLC",13533-0810-20,Xembify,100 MG,20,1,40,40
J1558,"Inj. xembify, 100 mg","GRIFOLS USA, LLC",13533-0810-50,Xembify,100 MG,50,1,100,100
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0451-01,Hizentra,100 MG,5,1,10,10
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0452-02,Hizentra,100 MG,10,1,20,20
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0454-04,Hizentra,100 MG,20,1,40,40
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0455-10,Hizentra,100 MG,50,1,100,100
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0455-25,Hizentra,100 MG,50,1,100,100
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0456-21,Hizentra,100 MG,5,1,10,10
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0457-22,Hizentra,100 MG,10,1,20,20
J1559,Hizentra injection,CSL Behring L.L.C.,44206-0458-24,Hizentra,100 MG,20,1,40,40
J1560,Gamma globulin > 10 cc inj,"GRIFOLS USA, LLC",13533-0335-04,Gamastan,10 CC,2,1,0.2,0.2
J1560,Gamma globulin > 10 cc inj,"GRIFOLS USA, LLC",13533-0335-12,Gamastan,10 CC,10,1,1,1
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-12,Gamunex-C,500 MG,10,1,2,2
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-15,Gamunex-C,500 MG,25,1,5,5
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-20,Gamunex-C,500 MG,50,1,10,10
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-24,Gamunex-C,500 MG,200,1,40,40
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-40,Gamunex-C,500 MG,400,1,80,80
J1561,Gamunex-c/gammaked,"GRIFOLS USA, LLC",13533-0800-71,Gamunex-C,500 MG,100,1,20,20
J1561,Gamunex-c/gammaked,Kedrion Biopharma Inc,76125-0900-10,Gammaked,500 MG,100,1,20,20
J1561,Gamunex-c/gammaked,Kedrion Biopharma Inc,76125-0900-20,Gammaked,500 MG,200,1,40,40
J1561,Gamunex-c/gammaked,Kedrion Biopharma Inc,76125-0900-50,Gammaked,500 MG,50,1,10,10
J1566,"Immune globulin, powder","Takeda Pharmaceuticals America, Inc.",00944-2656-03,Gammagard S/D,500 MG,1,1,10,10
J1566,"Immune globulin, powder","Takeda Pharmaceuticals America, Inc.",00944-2658-04,Gammagard S/D,500 MG,1,1,20,20
J1568,Octagam injection,Pfizer Inc,00069-6002-02,Octagam,500 MG,20,1,4,4
J1568,Octagam injection,Pfizer Inc,00069-6111-02,Octagam,500 MG,100,1,20,20
J1568,Octagam injection,Pfizer Inc,00069-6237-02,Octagam,500 MG,200,1,40,40
J1568,Octagam injection,Pfizer Inc,00069-6339-02,Octagam,500 MG,300,1,60,60
J1568,Octagam injection,Pfizer Inc,00069-6550-02,Octagam,500 MG,50,1,10,10
J1568,Octagam injection,Pfizer Inc,00069-8400-02,Octagam,500 MG,20,1,2,2
J1568,Octagam injection,Pfizer Inc,00069-8425-02,Octagam,500 MG,50,1,5,5
J1568,Octagam injection,Pfizer Inc,00069-8451-02,Octagam,500 MG,100,1,10,10
J1568,Octagam injection,Pfizer Inc,00069-8476-02,Octagam,500 MG,200,1,20,20
J1568,Octagam injection,Octapharma USA Inc.,68982-0840-01,Octagam,500 MG,20,1,2,2
J1568,Octagam injection,Octapharma USA Inc.,68982-0840-02,Octagam,500 MG,50,1,5,5
J1568,Octagam injection,Octapharma USA Inc.,68982-0840-03,Octagam,500 MG,100,1,10,10
J1568,Octagam injection,Octapharma USA Inc.,68982-0840-04,Octagam,500 MG,200,1,20,20
J1568,Octagam injection,Octapharma USA Inc.,68982-0850-01,Octagam,500 MG,20,1,4,4
J1568,Octagam injection,Octapharma USA Inc.,68982-0850-02,Octagam,500 MG,50,1,10,10
J1568,Octagam injection,Octapharma USA Inc.,68982-0850-03,Octagam,500 MG,100,1,20,20
J1568,Octagam injection,Octapharma USA Inc.,68982-0850-04,Octagam,500 MG,200,1,40,40
J1568,Octagam injection,Octapharma USA Inc.,68982-0850-05,Octagam,500 MG,300,1,60,60
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-02,Gammagard Liquid,500 MG,10,1,2,2
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-03,Gammagard Liquid,500 MG,25,1,5,5
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-04,Gammagard Liquid,500 MG,50,1,10,10
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-05,Gammagard Liquid,500 MG,100,1,20,20
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-06,Gammagard Liquid,500 MG,200,1,40,40
J1569,Gammagard liquid injection,"Takeda Pharmaceuticals America, Inc.",00944-2700-07,Gammagard Liquid,500 MG,300,1,60,60
J1570,Ganciclovir sodium injection,Hikma Pharmaceuticals USA Inc.,00143-9299-10,Ganciclovir,500 MG,1,10,1,10
J1570,Ganciclovir sodium injection,Sagent Pharmaceuticals,25021-0185-10,Ganciclovir,500 MG,1,25,1,25
J1570,Ganciclovir sodium injection,Sagent Pharmaceuticals,25021-0185-11,Ganciclovir,500 MG,10,1,1,1
J1570,Ganciclovir sodium injection,"Par Pharmaceutical, Inc.",42023-0173-25,Ganciclovir,500 MG,1,25,1,25
J1570,Ganciclovir sodium injection,"FreseniUS Kabi USA, LLC",63323-0315-10,Cytovene,500 MG,1,25,1,25
J1570,Ganciclovir sodium injection,"FreseniUS Kabi USA, LLC",63323-0315-94,Ganciclovir,500 MG,1,25,1,25
J1570,Ganciclovir sodium injection,Slate Run Pharmaceuticals,70436-0089-55,Ganciclovir,500 MG,1,25,1,25
J1571,Hepagam b im injection,Kamada Ltd.,49591-0052-51,Hepagam B,0.5 ML,1,1,2,2
J1571,Hepagam b im injection,Kamada Ltd.,70257-0051-51,Hepagam B,0.5 ML,5,1,10,10
J1571,Hepagam b im injection,Kamada Ltd.,70257-0052-51,Hepagam B,0.5 ML,1,1,2,2
J1571,Hepagam b im injection,Kamada Ltd.,70257-0053-51,Hepagam B,0.5 ML,1,1,2,2
J1571,Hepagam b im injection,Kamada Ltd.,70257-0054-51,Hepagam B,0.5 ML,5,1,10,10
J1575,Hyqvia 100mg immuneglobulin,"Takeda Pharmaceuticals America, Inc.",00944-2510-02,Hyqvia,100 MG,25,1,25,25
J1575,Hyqvia 100mg immuneglobulin,"Takeda Pharmaceuticals America, Inc.",00944-2511-02,Hyqvia,100 MG,50,1,50,50
J1575,Hyqvia 100mg immuneglobulin,"Takeda Pharmaceuticals America, Inc.",00944-2512-02,Hyqvia,100 MG,100,1,100,100
J1575,Hyqvia 100mg immuneglobulin,"Takeda Pharmaceuticals America, Inc.",00944-2513-02,Hyqvia,100 MG,200,1,200,200
J1575,Hyqvia 100mg immuneglobulin,"Takeda Pharmaceuticals America, Inc.",00944-2514-02,Hyqvia,100 MG,300,1,300,300
J1576,"Inj, panzyga, 500 mg",Pfizer Inc,00069-1109-02,Panzyga,500 MG,25,1,5,5
J1576,"Inj, panzyga, 500 mg",Pfizer Inc,00069-1224-02,Panzyga,500 MG,50,1,10,10
J1576,"Inj, panzyga, 500 mg",Pfizer Inc,00069-1312-02,Panzyga,500 MG,100,1,20,20
J1576,"Inj, panzyga, 500 mg",Pfizer Inc,00069-1415-02,Panzyga,500 MG,200,1,40,40
J1576,"Inj, panzyga, 500 mg",Pfizer Inc,00069-1558-02,Panzyga,500 MG,300,1,60,60
