HCPCS Code,NDC,Description,Drug Name,Pkg Size,Pkg Qty,BUPP,Payment Limit,ASP
J0690,60505-6244-04,Cefazolin sodium injection,Cefazolin Sodium,1.0,10,200.0,0.817,0.771
J0690,60505-6266-05,Cefazolin sodium injection,CEFAZOLIN,1.0,25,150.0,0.817,0.771
J0690,63323-0236-10,Cefazolin sodium injection,Cefazolin Sodium,1.0,25,25.0,0.817,0.771
J0690,63323-0237-10,Cefazolin sodium injection,Cefazolin Sodium,1.0,25,50.0,0.817,0.771
J0690,63323-0238-61,Cefazolin sodium injection,Cefazolin Sodium,1.0,10,200.0,0.817,0.771
J0690,72572-0055-25,Cefazolin sodium injection,CEFAZOLIN,1.0,25,50.0,0.817,0.771
J0690,72572-0056-10,Cefazolin sodium injection,CEFAZOLIN,1.0,10,200.0,0.817,0.771
J0692,00409-9566-10,Cefepime hcl for injection,Cefepime HCl,1.0,10,20.0,1.275,1.203
J0692,00409-9735-10,Cefepime hcl for injection,Cefepime HCl,1.0,10,40.0,1.275,1.203
J0692,25021-0121-20,Cefepime hcl for injection,Cefepime HCL,1.0,10,20.0,1.275,1.203
J0692,25021-0121-66,Cefepime hcl for injection,Cefepime HCL,1.0,10,20.0,1.275,1.203
J0692,25021-0122-50,Cefepime hcl for injection,Cefepime HCL,1.0,10,40.0,1.275,1.203
J0692,25021-0122-67,Cefepime hcl for injection,Cefepime ,1.0,10,40.0,1.275,1.203
J0692,44567-0130-10,Cefepime hcl for injection,Cefepime HCl,1.0,10,20.0,1.275,1.203
J0692,44567-0131-10,Cefepime hcl for injection,Cefepime HCl,1.0,10,40.0,1.275,1.203
J0692,44567-0240-10,Cefepime hcl for injection,Cefepime HCL,1.0,10,20.0,1.275,1.203
J0692,44567-0241-10,Cefepime hcl for injection,Cefepime HCL,1.0,10,40.0,1.275,1.203
J0692,60505-6144-04,Cefepime hcl for injection,Cefepime HCL,1.0,10,20.0,1.275,1.203
J0692,60505-6145-04,Cefepime hcl for injection,Cefepime HCL,1.0,10,40.0,1.275,1.203
J0692,60505-6146-00,Cefepime hcl for injection,Cefepime ,1.0,1,2.0,1.275,1.203
J0692,60505-6146-04,Cefepime hcl for injection,Cefepime HCL,1.0,10,20.0,1.275,1.203
J0692,60505-6147-00,Cefepime hcl for injection,Cefepime ,1.0,1,4.0,1.275,1.203
J0692,60505-6147-04,Cefepime hcl for injection,Cefepime ,1.0,10,40.0,1.275,1.203
J0692,60505-6245-04,Cefepime hcl for injection,Cefepime,1.0,10,20.0,1.275,1.203
J0692,60505-6246-04,Cefepime hcl for injection,Cefepime,1.0,10,40.0,1.275,1.203
J0692,63323-0326-20,Cefepime hcl for injection,Maxipime,1.0,10,20.0,1.275,1.203
J0692,63323-0340-20,Cefepime hcl for injection,Maxipime,1.0,10,40.0,1.275,1.203
J0692,66794-0209-41,Cefepime hcl for injection,Cefepime HCl,1.0,10,20.0,1.275,1.203
J0692,66794-0210-41,Cefepime hcl for injection,Cefepime HCl,1.0,10,40.0,1.275,1.203
J0692,70594-0089-02,Cefepime hcl for injection,CEFEPIME HYDROCHLORIDE,1.0,10,20.0,1.275,1.203
J0692,70594-0090-02,Cefepime hcl for injection,CEFEPIME HYDROCHLORIDE,1.0,10,40.0,1.275,1.203
J0694,00143-9876-10,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,10,100.0,4.483,4.229
J0694,00143-9877-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,50.0,4.483,4.229
J0694,00143-9878-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,25.0,4.483,4.229
J0694,00264-3123-11,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,24,24.0,4.483,4.229
J0694,00264-3125-11,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,24,48.0,4.483,4.229
J0694,25021-0109-10,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,10,10.0,4.483,4.229
J0694,25021-0110-20,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,10,20.0,4.483,4.229
J0694,25021-0111-99,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,10,100.0,4.483,4.229
J0694,44567-0245-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,25.0,4.483,4.229
J0694,44567-0246-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,50.0,4.483,4.229
J0694,44567-0247-10,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,10,100.0,4.483,4.229
J0694,63323-0341-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,25.0,4.483,4.229
J0694,63323-0341-29,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,25.0,4.483,4.229
J0694,63323-0342-25,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,50.0,4.483,4.229
J0694,63323-0342-29,Cefoxitin sodium injection,Cefoxitin Sodium,1.0,25,50.0,4.483,4.229
J0695,67919-0030-01,Inj ceftolozane tazobactam,ZERBAXA,1.0,10,200.0,8.241,7.775
J0696,00143-9678-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,00143-9856-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,200.0,0.456,0.43
J0696,00143-9857-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,100.0,0.456,0.43
J0696,00143-9858-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,50.0,0.456,0.43
J0696,00143-9859-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,25.0,0.456,0.43
J0696,00264-3153-11,Ceftriaxone sodium injection,CEFTRIAXONE IN D5W,1.0,24,96.0,0.456,0.43
J0696,00264-3155-11,Ceftriaxone sodium injection,CEFTRIAXONE IN D5W,1.0,24,192.0,0.456,0.43
J0696,00338-5002-41,Ceftriaxone sodium injection,CEFTRIAXONE IN D5W,50.0,24,96.0,0.456,0.43
J0696,00338-5003-41,Ceftriaxone sodium injection,CEFTRIAXONE IN D5W,50.0,24,192.0,0.456,0.43
J0696,00409-7332-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,40.0,0.456,0.43
J0696,00409-7332-20,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,40.0,0.456,0.43
J0696,00409-7333-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,40.0,0.456,0.43
J0696,00409-7333-49,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,40.0,0.456,0.43
J0696,00409-7334-10,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,00409-7334-20,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,00409-7335-03,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,80.0,0.456,0.43
J0696,00409-7335-20,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,80.0,0.456,0.43
J0696,00409-7336-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,80.0,0.456,0.43
J0696,00409-7337-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,10.0,0.456,0.43
J0696,00409-7337-20,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,10.0,0.456,0.43
J0696,00409-7338-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,20.0,0.456,0.43
J0696,00409-7338-20,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,20.0,0.456,0.43
J0696,00781-3206-85,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,1.0,0.456,0.43
J0696,00781-3206-95,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,10.0,0.456,0.43
J0696,00781-3207-85,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,2.0,0.456,0.43
J0696,00781-3207-95,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,20.0,0.456,0.43
J0696,00781-3208-85,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,4.0,0.456,0.43
J0696,00781-3208-95,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,40.0,0.456,0.43
J0696,00781-3209-95,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,80.0,0.456,0.43
J0696,00781-3210-46,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,1,40.0,0.456,0.43
J0696,25021-0105-10,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,50.0,0.456,0.43
J0696,25021-0105-66,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,50.0,0.456,0.43
J0696,25021-0106-10,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,100.0,0.456,0.43
J0696,25021-0106-67,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,100.0,0.456,0.43
J0696,25021-0107-20,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,200.0,0.456,0.43
J0696,25021-0107-68,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,200.0,0.456,0.43
J0696,25021-0108-69,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,25021-0108-99,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,1,40.0,0.456,0.43
J0696,44567-0700-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,50.0,0.456,0.43
J0696,44567-0701-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,100.0,0.456,0.43
J0696,44567-0701-95,Ceftriaxone sodium injection,Ceftriaxone,1.0,25,100.0,0.456,0.43
J0696,44567-0702-25,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,200.0,0.456,0.43
J0696,44567-0702-95,Ceftriaxone sodium injection,Ceftriaxone,1.0,25,200.0,0.456,0.43
J0696,44567-0703-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,50090-0944-00,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,20.0,0.456,0.43
J0696,50090-0945-00,Ceftriaxone sodium injection,Ceftriaxone,1.0,10,40.0,0.456,0.43
J0696,50090-1875-00,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,10.0,0.456,0.43
J0696,50090-2444-00,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,1.0,0.456,0.43
J0696,50090-3810-01,Ceftriaxone sodium injection,CEFTRIAXONE ,1.0,10,40.0,0.456,0.43
J0696,50090-3838-00,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,2.0,0.456,0.43
J0696,50090-4689-00,Ceftriaxone sodium injection,Ceftriaxone,1.0,10,10.0,0.456,0.43
J0696,60505-6148-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,40.0,0.456,0.43
J0696,60505-6149-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,80.0,0.456,0.43
J0696,60505-6150-05,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,60505-6151-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,10.0,0.456,0.43
J0696,60505-6151-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,1.0,0.456,0.43
J0696,60505-6152-01,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,10,20.0,0.456,0.43
J0696,60505-6152-04,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,2.0,0.456,0.43
J0696,63323-0346-10,Ceftriaxone sodium injection,CEFTRIAXONE SODIUM,1.0,25,100.0,0.456,0.43
J0696,66794-0211-42,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,25.0,0.456,0.43
J0696,66794-0212-42,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,50.0,0.456,0.43
J0696,66794-0213-42,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,100.0,0.456,0.43
J0696,66794-0214-42,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,25,200.0,0.456,0.43
J0696,66794-0215-15,Ceftriaxone sodium injection,CEFTRIAXONE,1.0,1,40.0,0.456,0.43
J0696,70594-0094-02,Ceftriaxone sodium injection,Ceftriaxone Sodium,1.0,25,25.0,0.456,0.43
J0696,70594-0095-02,Ceftriaxone sodium injection,Ceftriaxone Sodium,1.0,25,50.0,0.456,0.43
J0696,70594-0096-02,Ceftriaxone sodium injection,Ceftriaxone Sodium,1.0,25,100.0,0.456,0.43
J0696,70594-0097-02,Ceftriaxone sodium injection,Ceftriaxone Sodium,1.0,25,200.0,0.456,0.43
J0696,70594-0098-01,Ceftriaxone sodium injection,Ceftriaxone Sodium,1.0,1,40.0,0.456,0.43
J0696,72572-0061-25,Ceftriaxone sodium injection,Ceftriaxone,1.0,25,100.0,0.456,0.43
J0696,72572-0062-25,Ceftriaxone sodium injection,Ceftriaxone,1.0,25,200.0,0.456,0.43
J0697,00143-9567-25,Sterile cefuroxime injection,Cefuroxime Sodium,1.0,25,50.0,1.867,1.761
J0697,00143-9568-25,Sterile cefuroxime injection,Cefuroxime Sodium,1.0,25,25.0,1.867,1.761
J0697,00143-9977-22,Sterile cefuroxime injection,ZINACEF,1.0,25,50.0,1.867,1.761
J0697,00143-9979-22,Sterile cefuroxime injection,ZINACEF,1.0,25,25.0,1.867,1.761
J0697,25021-0118-10,Sterile cefuroxime injection,Cefuroxime Sodium,1.0,25,25.0,1.867,1.761
J0697,25021-0119-20,Sterile cefuroxime injection,Cefuroxime Sodium,1.0,25,50.0,1.867,1.761
J0699,59630-0266-10,"Inj, cefiderocol, 10 mg",Fetroja,1.0,10,1000.0,2.269,2.141
J0701,00338-1301-41,Inj. cefepime hcl (baxter),Cefepime HCL,50.0,24,48.0,5.694,5.372
J0701,00338-1301-48,Inj. cefepime hcl (baxter),Cefepime HCL,100.0,12,48.0,5.694,5.372
J0702,00517-0720-01,Betamethasone acet&sod phosp,Celestone Soluspan,5.0,1,5.0,7.276,6.864
J0702,00517-0791-01,Betamethasone acet&sod phosp,betamethasone sodium phosphate and betamethasone acetate,5.0,1,5.0,7.276,6.864
J0702,00517-0799-01,Betamethasone acet&sod phosp,betamethasone sodium phosphate and betamethasone acetate,5.0,1,5.0,7.276,6.864
J0702,51754-5060-01,Betamethasone acet&sod phosp,betamethasone sodium phosphate and betamethasone acetate,5.0,1,5.0,7.276,6.864
J0702,78206-0118-01,Betamethasone acet&sod phosp,Celestone Soluspan,5.0,1,5.0,7.276,6.864
J0703,00264-3193-11,"Inj, cefepime hcl (b braun)",Cefepime HCL in Dextrose,1.0,24,48.0,5.134,4.843
J0703,00264-3195-11,"Inj, cefepime hcl (b braun)",Cefepime HCL in Dextrose,1.0,24,96.0,5.134,4.843
J0712,00456-0400-10,Ceftaroline fosamil inj,Teflaro,1.0,10,400.0,4.026,3.798
J0712,00456-0600-10,Ceftaroline fosamil inj,Teflaro,1.0,10,600.0,4.026,3.798
J0713,00264-3143-11,Inj ceftazidime per 500 mg,CEFTAZIDIME,1.0,24,48.0,1.619,1.527
J0713,00264-3145-11,Inj ceftazidime per 500 mg,CEFTAZIDIME,1.0,24,96.0,1.619,1.527
J0713,00409-5082-16,Inj ceftazidime per 500 mg,Tazicef,1.0,25,50.0,1.619,1.527
J0713,00409-5084-11,Inj ceftazidime per 500 mg,Tazicef,1.0,10,40.0,1.619,1.527
J0713,00409-5086-11,Inj ceftazidime per 500 mg,Tazicef,1.0,10,120.0,1.619,1.527
J0713,00409-5092-16,Inj ceftazidime per 500 mg,Tazicef,1.0,25,50.0,1.619,1.527
J0713,00409-5093-11,Inj ceftazidime per 500 mg,Tazicef,1.0,10,40.0,1.619,1.527
J0713,25021-0127-20,Inj ceftazidime per 500 mg,Ceftazidime,1.0,25,50.0,1.619,1.527
J0713,25021-0127-66,Inj ceftazidime per 500 mg,Ceftazidime,1.0,25,50.0,1.619,1.527
J0713,25021-0128-50,Inj ceftazidime per 500 mg,Ceftazidime,1.0,10,40.0,1.619,1.527
J0713,25021-0128-67,Inj ceftazidime per 500 mg,Ceftazidime,1.0,10,40.0,1.619,1.527
J0713,25021-0129-69,Inj ceftazidime per 500 mg,Ceftazidime,1.0,6,72.0,1.619,1.527
J0713,25021-0129-99,Inj ceftazidime per 500 mg,Ceftazidime,1.0,6,72.0,1.619,1.527
J0713,44567-0235-25,Inj ceftazidime per 500 mg,Ceftazidime,1.0,25,50.0,1.619,1.527
J0713,44567-0236-10,Inj ceftazidime per 500 mg,Ceftazidime,1.0,10,40.0,1.619,1.527
J0713,44567-0237-06,Inj ceftazidime per 500 mg,Ceftazidime,1.0,6,72.0,1.619,1.527
J0714,00456-2700-10,Ceftazidime and avibactam,AVYCAZ,1.0,10,40.0,100.2,94.528
J0717,50474-0700-62,Certolizumab pegol inj 1mg,CIMZIA,1.0,2,400.0,4.456,4.204
J0717,50474-0710-79,Certolizumab pegol inj 1mg,CIMZIA,1.0,2,400.0,4.456,4.204
J0717,50474-0710-81,Certolizumab pegol inj 1mg,CIMZIA,1.0,6,1200.0,4.456,4.204
J0725,50090-7089-00,Chorionic gonadotropin/1000u,PREGNYL,1.0,1,10.0,21.816,20.581
J0725,55566-1502-01,Chorionic gonadotropin/1000u,Novarel,1.0,1,5.0,21.816,20.581
J0725,63323-0030-11,Chorionic gonadotropin/1000u,Chorionic Gonadotropin,1.0,1,10.0,21.816,20.581
J0735,00143-9723-01,Clonidine hydrochloride,Clonidine Hydrochloride Injection,10.0,1,5.0,17.368,16.385
J0735,00143-9724-01,Clonidine hydrochloride,CLONIDINE HYDROCHLORIDE,10.0,1,1.0,17.368,16.385
J0735,39822-2000-01,Clonidine hydrochloride,Clonidine Hydrochloride Injection,10.0,1,1.0,17.368,16.385
J0735,39822-2010-01,Clonidine hydrochloride,Clonidine Hydrochloride Injection,10.0,1,5.0,17.368,16.385
J0735,67457-0218-10,Clonidine hydrochloride,DURACLON,10.0,1,1.0,17.368,16.385
J0736,00009-0728-09,"Inj, clindamycin phosp 300mg",Cleocin,60.0,5,150.0,2.391,2.256
J0736,00009-0775-26,"Inj, clindamycin phosp 300mg",Cleocin,4.0,25,50.0,2.391,2.256
J0736,00009-0870-26,"Inj, clindamycin phosp 300mg",Cleocin,2.0,25,25.0,2.391,2.256
J0736,00009-0901-25,"Inj, clindamycin phosp 300mg",Cleocin,6.0,25,75.0,2.391,2.256
J0736,00009-0902-18,"Inj, clindamycin phosp 300mg",Cleocin,6.0,25,75.0,2.391,2.256
J0736,00009-3051-02,"Inj, clindamycin phosp 300mg",Cleocin,2.0,25,25.0,2.391,2.256
J0736,00009-4073-04,"Inj, clindamycin phosp 300mg",Cleocin,4.0,25,50.0,2.391,2.256
J0736,00009-5095-06,"Inj, clindamycin phosp 300mg",Cleocin,6.0,25,75.0,2.391,2.256
J0736,00338-3410-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,24.0,2.391,2.256
J0736,00338-3612-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,48.0,2.391,2.256
J0736,00338-3616-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,48.0,2.391,2.256
J0736,00338-3814-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,72.0,2.391,2.256
J0736,00338-4114-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,72.0,2.391,2.256
J0736,00404-9837-02,"Inj, clindamycin phosp 300mg",Cleocin,2.0,1,1.0,2.391,2.256
J0736,00781-3288-09,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,24.0,2.391,2.256
J0736,00781-3289-09,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,48.0,2.391,2.256
J0736,00781-3290-09,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,72.0,2.391,2.256
J0736,00781-9221-09,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,48.0,2.391,2.256
J0736,00781-9222-09,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,72.0,2.391,2.256
J0736,25021-0115-02,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,2.0,25,25.0,2.391,2.256
J0736,25021-0115-04,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,4.0,25,50.0,2.391,2.256
J0736,25021-0115-06,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,6.0,25,75.0,2.391,2.256
J0736,25021-0115-51,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,60.0,1,30.0,2.391,2.256
J0736,43066-0993-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate (Baxter),50.0,24,48.0,2.391,2.256
J0736,43066-0995-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate (Baxter),50.0,24,72.0,2.391,2.256
J0736,72572-0074-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,48.0,2.391,2.256
J0736,72572-0076-24,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,50.0,24,72.0,2.391,2.256
J0736,72611-0634-25,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,2.0,25,25.0,2.391,2.256
J0736,72611-0639-25,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,4.0,25,50.0,2.391,2.256
J0736,72611-0642-25,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,6.0,25,75.0,2.391,2.256
J0736,72611-0645-55,"Inj, clindamycin phosp 300mg",Clindamycin Phosphate,60.0,5,150.0,2.391,2.256
J0737,00338-9545-24,"Inj, clindamycin (baxter)",Clindamycin Phosphate (Baxter),50.0,24,24.0,3.264,3.079
J0737,00338-9549-24,"Inj, clindamycin (baxter)",Clindamycin Phosphate (Baxter),50.0,24,48.0,3.264,3.079
J0737,00338-9553-24,"Inj, clindamycin (baxter)",Clindamycin Phosphate (Baxter),50.0,24,72.0,3.264,3.079
J0740,23155-0216-31,Cidofovir injection,CIDOFOVIR,5.0,1,1.0,544.734,513.9
J0740,67457-0210-05,Cidofovir injection,CIDOFOVIR,5.0,1,1.0,544.734,513.9
J0741,49702-0240-15,"Inj, cabote rilpivir 2mg 3mg",Cabenuva,6.0,1,300.0,22.924,21.626
J0741,49702-0253-15,"Inj, cabote rilpivir 2mg 3mg",Cabenuva,4.0,1,200.0,22.924,21.626
J0742,00006-3856-02,Inj imip 4 cilas 4 releb 2mg,Recarbrio,1.0,25,3125.0,2.515,2.373
J0743,00006-3516-59,Cilastatin sodium injection,Primaxin Iv,1.0,25,50.0,6.913,6.522
J0743,44567-0705-10,Cilastatin sodium injection,Imipenem/Cilastatin,1.0,10,20.0,6.913,6.522
J0743,63323-0322-25,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,50.0,6.913,6.522
J0743,63323-0322-93,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,50.0,6.913,6.522
J0743,63323-0322-94,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,50.0,6.913,6.522
J0743,63323-0349-25,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,25.0,6.913,6.522
J0743,63323-0349-93,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,25.0,6.913,6.522
J0743,63323-0349-94,Cilastatin sodium injection,IMIPENEM AND CILASTATIN,1.0,25,25.0,6.913,6.522
J0744,00409-2300-24,Ciprofloxacin iv,CIPROFLOXACIN IN DEXTROSE,100.0,24,24.0,1.846,1.742
J0744,00409-3300-24,Ciprofloxacin iv,CIPROFLOXACIN,200.0,24,48.0,1.846,1.742
J0744,00409-4777-02,Ciprofloxacin iv,CIPROFLOXACIN,200.0,24,48.0,1.846,1.742
J0744,00409-4777-23,Ciprofloxacin iv,CIPROFLOXACIN,100.0,24,24.0,1.846,1.742
J0744,25021-0114-82,Ciprofloxacin iv,CIPROFLOXACIN,100.0,24,24.0,1.846,1.742
J0744,25021-0114-87,Ciprofloxacin iv,CIPROFLOXACIN,200.0,24,48.0,1.846,1.742
J0744,25021-0192-82,Ciprofloxacin iv,Ciprofloxacin,100.0,24,24.0,1.846,1.742
J0744,25021-0192-87,Ciprofloxacin iv,Ciprofloxacin,200.0,24,48.0,1.846,1.742
J0744,36000-0008-24,Ciprofloxacin iv,CIPRO,100.0,1,1.0,1.846,1.742
J0744,36000-0009-24,Ciprofloxacin iv,CIPRO,200.0,1,2.0,1.846,1.742
J0744,36000-0297-24,Ciprofloxacin iv,CIPROFLOXACIN,100.0,24,24.0,1.846,1.742
J0744,36000-0298-24,Ciprofloxacin iv,CIPROFLOXACIN,200.0,24,48.0,1.846,1.742
J0744,50419-0759-01,Ciprofloxacin iv,CIPROFLOXACIN,200.0,1,2.0,1.846,1.742
J0770,23155-0193-31,Colistimethate sodium inj,COLISTIMETHATE 150MG 1CT,1.0,1,1.0,10.897,10.28
J0770,23155-0193-41,Colistimethate sodium inj,Colistimethate,1.0,12,12.0,10.897,10.28
J0770,39822-0615-01,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0770,42023-0107-01,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0770,42023-0107-06,Colistimethate sodium inj,COLY-MYCIN M PARENTERAL,1.0,6,6.0,10.897,10.28
J0770,42023-0131-01,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0770,42023-0131-06,Colistimethate sodium inj,Colistimethate Sodium,1.0,6,6.0,10.897,10.28
J0770,63323-0393-06,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0770,70594-0023-01,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0770,70594-0023-04,Colistimethate sodium inj,Colistimethate Sodium,1.0,12,12.0,10.897,10.28
J0770,70594-0023-09,Colistimethate sodium inj,Colistimethate Sodium,1.0,1,1.0,10.897,10.28
J0775,66887-0003-01,"Collagenase, clost hist inj",XIAFLEX (collagenase clostridium histolyticum),1.0,1,90.0,68.683,64.795
J0780,00641-6135-25,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,14789-0700-02,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,23155-0294-41,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,23155-0294-42,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,23155-0497-42,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,23155-0523-41,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,25021-0790-02,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,25021-0790-03,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,43066-0090-25,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,51662-1558-03,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,55150-0360-25,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,67457-0640-02,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,25,25.0,3.644,3.438
J0780,67457-0640-99,Prochlorperazine injection,Prochlorperazine Edisylate,2.0,10,10.0,3.644,3.438
J0780,70121-1580-05,Prochlorperazine injection,PROCHLORPERAZINE EDISYLAT,2.0,25,25.0,3.644,3.438
J0780,70121-1580-07,Prochlorperazine injection,PROCHLORPERAZINE EDISYLAT,2.0,10,10.0,3.644,3.438
