0628T,Perq njx algc fluor lmbr ea,N,,, ,,,,,,,
0629T,Perq njx algc ct lmbr 1st,J1,5115,144.2970,"$12,866.82",.,"$2,573.37",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0630T,Perq njx algc ct lmbr ea,N,,, ,,,,,,,
0631T,Tc vis lit hyperspectral img,Q1,5731,0.2747,$24.49,.,$4.90,,,,,
0632T,Perq tcat us abltj nrv p-art,J1,5194,201.3785,"$17,956.72",.,"$3,591.35",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0633T,Ct breast w/3d uni c-,Q3,5522,1.1926,$106.34,.,$21.27,,,,,
0634T,Ct breast w/3d uni c+,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
0635T,Ct breast w/3d uni c-/c+,Q3,5571,1.9964,$178.02,.,$35.61,,,,,
0636T,Ct breast w/3d bi c-,Q3,5523,2.7108,$241.72,.,$48.35,,,,,
0637T,Ct breast w/3d bi c+,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
0638T,Ct breast w/3d bi c-/c+,Q3,5572,4.0051,$357.13,.,$71.43,,,,,
0639T,Wrls skn snr anisotropy meas,E1,,, ,,,,,,,
0640T,Ncntc ifr spctrsc o/t pad 1,T,5732,0.4402,$39.25,.,$7.85,,,,,
0643T,Tcat l ventr rstrj dev implt,C,,, ,,,,,,,
0644T,Tcat rmvl/dblk icar mas perq,J1,5192,63.9406,"$5,701.52",.,"$1,140.31",,,,,
0645T,Tcat impltj c sins rdctj dev,J1,5194,201.3785,"$17,956.72",.,"$3,591.35",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0646T,Ttvi/rplcmt w/prstc vlv perq,C,,, ,,,,,,,
0647T,Insj gtube perq mag gastrpxy,J1,5302,21.2741,"$1,896.99",.,$379.40,,,,,
0648T,Quan mr tis wo mri 1orgn,S,1511,,$950.50,.,$190.10,,,,,
0649T,Quan mr tiss w/mri 1orgn,S,1511,,$950.50,.,$190.10,,,,,
0650T,Prgrmg dev eval scrms remote,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0651T,Mag ctrld capsule endoscopy,T,5301,10.5144,$937.56,.,$187.52,,,,,
0652T,Egd flx transnasal dx br/wa,J1,5302,21.2741,"$1,896.99",.,$379.40,,,,,
0653T,Egd flx transnasal bx 1/mlt,J1,5302,21.2741,"$1,896.99",.,$379.40,,,,,
0654T,Egd flx transnasal tube/cath,J1,5303,42.6665,"$3,804.53",.,$760.91,,,,,
0655T,Tprnl focal abltj mal prst8,J1,5375,57.0111,"$5,083.62",.,"$1,016.73",,,,,
0656T,Ant lmbr vrt bdy teth <7 seg,C,,, ,,,,,,,
0657T,Ant lmbr vrt bdy teth 8+ seg,C,,, ,,,,,,,
0658T,Elec impd spectrsc 1+skn les,S,5733,0.6661,$59.40,.,$11.88,,,,,
0659T,Tcat intra-c nfs supersat o2,C,,, ,,,,,,,
0660T,Implt ant sgm io nbio rx sys,J1,5492,45.1150,"$4,022.86",.,$804.58,,,,,
0661T,Rmvl&rimpltj ant sgm implt,J1,5492,45.1150,"$4,022.86",.,$804.58,,,,,
0662T,Scalp cool 1st meas&calbrj,S,1519,,"$1,750.50",.,$350.10,,,,,
0663T,Scalp cool plmt mntr rmvl,N,,, ,,,,,,,
0664T,Don hysterectomy open cdvr,E1,,, ,,,,,,,
0665T,Don hysterectomy open liv,E1,,, ,,,,,,,
0666T,Don hysterectomy laps liv,E1,,, ,,,,,,,
0667T,Don hysterectomy rcp uter,E1,,, ,,,,,,,
0668T,Bkbench prep don uter algrft,E1,,, ,,,,,,,
0669T,Bkbench rcnstj don uter ven,E1,,, ,,,,,,,
0670T,Bkbench rcnstj don uter artl,E1,,, ,,,,,,,
0671T,Insj ant sgm aq drg dev 1+,J1,5493,57.8644,"$5,159.71",.,"$1,031.95",,,,,
0672T,Ndovag cryg rf remdl tiss,E1,,, ,,,,,,,
0673T,Abltj b9 thyr ndul perq lasr,J1,5072,18.1704,"$1,620.24",.,$324.05,,,,,
0674T,Laps insj nw/rpcmt prm isdss,J1,5465,341.7509,"$30,473.59",.,"$6,094.72",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0675T,Laps insj nw/rpcmt isdss 1ld,J1,5463,139.8503,"$12,470.31",.,"$2,494.07",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0676T,Laps insj nw/rpcmt isdss ea,N,,, ,,,,,,,
0677T,Laps repos lead isdss 1st ld,J1,5362,116.7583,"$10,411.22",.,"$2,082.25",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0678T,Laps repos lead isdss ea add,N,,, ,,,,,,,
0679T,Laps rmvl lead isdss,J1,5362,116.7583,"$10,411.22",.,"$2,082.25",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0680T,Insj/rplcmt pg only isdss,J1,5464,240.4915,"$21,444.39",.,"$4,288.88",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0681T,Rlcj pulse gen only isdss,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0682T,Removal pulse gen only isdss,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0683T,Prgrmg dev eval isdss ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0684T,Peri-px dev eval isdss ip,N,,, ,,,,,,,
0685T,Interrog dev eval isdss ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0686T,Histotripsy mal hepatcel tis,S,1576,,"$17,500.50",.,"$3,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0687T,Tx amblyopia dev setup 1st,E1,,, ,,,,,,,
0688T,Tx amblyopia assmt w/report,E1,,, ,,,,,,,
0689T,Quan us tis charac w/o dx us,S,5521,0.9874,$88.05,.,$17.61,,,,,
0690T,Quan us tis charac w/dx us,N,,, ,,,,,,,
0691T,Auto alys xst ct std vrt fx,E1,,, ,,,,,,,
0692T,Therapeutic ultrafiltration,S,5242,18.3840,"$1,639.28",.,$327.86,,,,,
0693T,Compre ful bdy 3d mtn alys,S,1505,,$350.50,.,$70.10,,,,,
0694T,3d vol img&rcnstj brst/ax,N,,, ,,,,,,,
0695T,Bdy srf mpg pm/cvdfb tm impl,N,,, ,,,,,,,
0696T,Bdy surf mapg pm/cvdfb f/up,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0697T,Quan mr tis wo mri mlt orgn,S,1511,,$950.50,.,$190.10,,,,,
0698T,Quan mr tiss w/mri mlt orgn,S,1511,,$950.50,.,$190.10,,,,,
0699T,Njx pst chmbr eye medication,J1,5491,25.5776,"$2,280.73",.,$456.15,,,,,
0700T,Molec fluor img sus nev 1st,M,,, ,,,,,,,
0701T,Molec fluor img sus nev ea,M,,, ,,,,,,,
0704T,Rem tx amblyopia setup&edu,E1,,, ,,,,,,,
0705T,Rem tx amblyopia tech sprt,E1,,, ,,,,,,,
0706T,Rem tx amblyopia i&r phy/qhp,E1,,, ,,,,,,,
0707T,Njx b1 sub mtrl sbchdrl dfct,J1,5113,36.3872,"$3,244.61",.,$648.93,,,,,
0708T,Id ca immntx prep & 1st njx,E1,,, ,,,,,,,
0709T,Id ca immntx each addl njx,E1,,, ,,,,,,,
0710T,N-invas artl plaq alys,M,,, ,,,,,,,
0711T,N-nvs artl plaq alys dat prp,N,,, ,,,,,,,
0712T,N-nvs artl plaq alys quan,S,5521,0.9874,$88.05,.,$17.61,,,,,
0713T,N-nvs artl plaq alys rvw i&r,M,,, ,,,,,,,
0714T,Tpla b9 prst8 hyprplsa<50ml,J1,5375,57.0111,"$5,083.62",.,"$1,016.73",,,,,
0716T,Car acous wavfrm rec cad rsk,S,5733,0.6661,$59.40,.,$11.88,,,,,
0717T,Adrc ther prtl rc tear,T,5055,41.0565,"$3,660.97",.,$732.20,,,,,
0718T,Adrc ther prtl rc tear njx,T,5055,41.0565,"$3,660.97",.,$732.20,,,,,
0719T,Pst vrt jt rplcmt lmbr 1 sgm,E1,,, ,,,,,,,
0720T,Prq elc nrv stim cn wo implt,S,5724,11.4097,"$1,017.39",.,$203.48,,,,,
0721T,Quan ct tiss charac w/o ct,S,1508,,$650.50,.,$130.10,,,,,
0722T,Quan ct tiss charac w/ct,S,1508,,$650.50,.,$130.10,,,,,
0723T,Qmrcp w/o dx mri sm anat ses,S,1511,,$950.50,.,$190.10,,,,,
0724T,Qmrcp w/dx mri same anatomy,S,1511,,$950.50,.,$190.10,,,,,
0725T,Vestibular dev impltj uni,E1,,, ,,,,,,,
0726T,Rmvl implt vstibular dev uni,E1,,, ,,,,,,,
0727T,Rmvl&rplcmt implt vstblr dev,E1,,, ,,,,,,,
0728T,Dx alys vstblr implt uni 1st,E1,,, ,,,,,,,
0729T,Dx alys vstblr implt uni sbq,E1,,, ,,,,,,,
0730T,Trabeculotomy lsr w/oct gdn,E1,,, ,,,,,,,
0731T,Augmnt ai-based fcl phnt a/r,S,5733,0.6661,$59.40,.,$11.88,,,,,
0732T,Immntx admn electroporatn im,E1,,, ,,,,,,,
0733T,Rem r-t mtn nrehab ther sply,S,1505,,$350.50,.,$70.10,,,,,
0734T,Rem r-t mtn nrehab tx mgmt,B,,, ,,,,,,,
0735T,Prep tum cav iort prim crnot,N,,, ,,,,,,,
0736T,Colonic lavage 35+l water,S,5721,1.7546,$156.46,.,$31.30,,,,,
0737T,Xenograft impltj artclr surf,J1,5115,144.2970,"$12,866.82",.,"$2,573.37",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0738T,Tx pln mag fld abltj prst8,E1,,, ,,,,,,,
0739T,Abltj mal prst8 mag fld ndct,E1,,, ,,,,,,,
0740T,Rem auton alg nsln cal setup,S,5733,0.6661,$59.40,.,$11.88,,,,,
0741T,Rem auton alg nsln data coll,S,5741,0.4182,$37.29,.,$7.46,,,,,
0742T,Aqmbf spect xers/strs & rest,N,,, ,,,,,,,
0743T,B1 str & fx rsk vrt fx assmt,S,5523,2.7108,$241.72,.,$48.35,,,,,
0744T,Insj bioprostc vlv fem vn,J1,5184,60.6231,"$5,405.70",.,"$1,081.14",,,,,
0745T,Car ablt rad arr n-invas loc,E1,,, ,,,,,,,
0746T,Car ablt rad arr cnv loc map,E1,,, ,,,,,,,
0747T,Car ablt rad arrhyt dlvr rad,E1,,, ,,,,,,,
0748T,Njx stm cl prdct anl sft tis,E1,,, ,,,,,,,
0749T,B1 str&fx rsk assmt dxr-bmd,E1,,, ,,,,,,,
0750T,B1 str&fx rsk asmt dxrbmd1vw,E1,,, ,,,,,,,
0751T,Dgtz gls mcrscp sld level ii,N,,, ,,,,,,,
0752T,Dgtz gls mcrscp sld lvl iii,N,,, ,,,,,,,
0753T,Dgtz gls mcrscp sld level iv,N,,, ,,,,,,,
0754T,Dgtz gls mcrscp sld level v,N,,, ,,,,,,,
0755T,Dgtz gls mcrscp sld level vi,N,,, ,,,,,,,
0756T,Dgtz gls mcrscp sld spc grpi,N,,, ,,,,,,,
0757T,Dgtz gls mcrscp sl spc grpii,N,,, ,,,,,,,
0758T,Dgtz gls mcrscp sl spc hchem,N,,, ,,,,,,,
0759T,Dgtz gls mcrscp sl sp grpiii,N,,, ,,,,,,,
0760T,Dgtz gls mcrscp sl imm 1st,N,,, ,,,,,,,
0761T,Dgtz gls mcrscp sl imm ea 1,N,,, ,,,,,,,
0762T,Dgtz gls mcrscp sl imm ea m,N,,, ,,,,,,,
0763T,Dgtz gls mcrscp mphmtrc alys,N,,, ,,,,,,,
0764T,Asstv alg ecg rsk asmt cncrt,S,5734,1.4456,$128.90,.,$25.78,,,,,
0765T,Asstv alg ecg rsk asmt prev,S,5734,1.4456,$128.90,.,$25.78,,,,,
0766T,Tc mag stimj pn 1st nerve,S,5722,3.4922,$311.40,.,$62.28,,,,,
0767T,Tc mag stimj pn ea addl nrv,N,,, ,,,,,,,
0770T,Vr technology assist therapy,E1,,, ,,,,,,,
0771T,Vr px dissoc svc sm phy 1st,E1,,, ,,,,,,,
0772T,Vr px dissoc svc sm phy ea,E1,,, ,,,,,,,
0773T,Vr px dissoc svc oth phy 1st,E1,,, ,,,,,,,
0774T,Vr px dissoc svc oth phy ea,E1,,, ,,,,,,,
0776T,Ther indctj ntrabrn hypthrm,E1,,, ,,,,,,,
0777T,R-t prs sensing edrl gdn sys,N,,, ,,,,,,,
0778T,Smmg cncrnt appl imu snr,Q1,5721,1.7546,$156.46,.,$31.30,,,,,
0779T,Gi myoelectrical actv study,Q1,5723,5.9505,$530.60,.,$106.12,,,,,
0780T,Instlj fecal microbiota ssp,S,5734,1.4456,$128.90,.,$25.78,,,,,
0781T,Brnchsc rf dstrj pulm nrv bi,E1,,, ,,,,,,,
0782T,Brnchsc rf dstrj plm nrv uni,E1,,, ,,,,,,,
0783T,Tc auriculr neurostimulation,S,5721,1.7546,$156.46,.,$31.30,,,,,
0784T,Ins/rplmt eltrd ra spi nstim,J1,5463,139.8503,"$12,470.31",.,"$2,494.07",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0785T,Revj/rmvl nea spi w/nstim,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0786T,Insj/rplcmt prq ra sac nstim,E1,,, ,,,,,,,
0787T,Revj/rmvl nea sac w/nstim,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0788T,Elec aly smp iins sp/sac nrv,S,5742,1.0294,$91.79,.,$18.36,,,,,
0789T,Elec aly cpx iins sp/sac nrv,S,5742,1.0294,$91.79,.,$18.36,,,,,
0790T,Revj rplcmt/rmvl vrt tethrg,C,,, ,,,,,,,
0791T,Motr cog vr gait train ea 15,A,,, ,,,,,,,
0792T,Appl slvr diamn fluoride 38%,E1,,, ,,,,,,,
0793T,Prq tcat thrm ablt nrv p-art,J1,5194,201.3785,"$17,956.72",.,"$3,591.35",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0794T,Pt spec alg rx-onc tx option,S,5733,0.6661,$59.40,.,$11.88,,,,,
0795T,Tcat ins 2chmbr ldls pm cmpl,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0796T,Tcat ins 2chmbr ldls pm ra,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0797T,Tcat ins 2chmbr ldls pm rv,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0798T,Tcat rmv 2chmbr ldls pm cmpl,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
0799T,Tcat rmvl 2chmbr ldls pm ra,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
0800T,Tcat rmvl 2chmbr ldls pm rv,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
0801T,Tcat rmv&rpl 2chmbr ldls pm,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0802T,Tcat rmv&rpl2chmb ldls pm ra,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0803T,Tcat rmv&rpl2chmb ldls pm rv,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0804T,Prgrmg evl ldls pm 2chmbr ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0805T,Tcat s&ivc prstc vl impl prq,C,,, ,,,,,,,
0806T,Tcat s&ivc prstc vl impl opn,C,,, ,,,,,,,
0807T,Pulm tiss vntj alys prev ct,S,5722,3.4922,$311.40,.,$62.28,,,,,
0808T,Pulm tiss vntj alys w/ct,S,5722,3.4922,$311.40,.,$62.28,,,,,
0810T,Subrta njx rx agt w/vtrc,T,1563,,"$4,250.50",.,$850.10,,,,,
0811T,Rem mlt day uroflow setup,V,5012,1.4452,$128.87,.,$25.78,,,,,
0812T,Rem mlt day uroflow dev sply,Q1,5721,1.7546,$156.46,.,$31.30,,,,,
0813T,Egd vol adjmt bariatric balo,T,5301,10.5144,$937.56,.,$187.52,,,,,
0814T,Prq njx biod osteo matrl fem,E1,,, ,,,,,,,
0815T,Us rems b1 dns hips plvs/spi,E1,,, ,,,,,,,
0816T,Opn insj/rplcmt ins ptn subq,J1,5464,240.4915,"$21,444.39",.,"$4,288.88",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0817T,Opn insj/rplcmt ins ptn subf,J1,5464,240.4915,"$21,444.39",.,"$4,288.88",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0818T,Revj/rmvl ins ptn subq,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0819T,Revj/rmvl ins ptn subf,J1,5461,38.5673,"$3,439.01",.,$687.81,,,,,
0820T,Mntr psychdlc med 1stphy/qhp,M,,, ,,,,,,,
0821T,Mntr psychdlc med 2ndphy/qhp,N,,, ,,,,,,,
0822T,Mntr psychdlc med cln staff,N,,, ,,,,,,,
0823T,Tcat ins 1chmbr ldls pm ra,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0824T,Tcat rmv 1chmbr ldls pm ra,J1,5183,35.2981,"$3,147.50",.,$629.50,,,,,
0825T,Tcat rmv&rpl1chmb ldls pm ra,J1,5224,213.8766,"$19,071.16",.,"$3,814.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0826T,Prgrmg evl ldls pm 1chmbr ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0827T,Dgtz gls mcrscp cytp smears,N,,, ,,,,,,,
0828T,Dgtz gls mcrscp cytp smpl fl,N,,, ,,,,,,,
0829T,Dgtz gls mcrscp cytp conctrj,N,,, ,,,,,,,
0830T,Dgtz gls mcrscp cytp slctv,N,,, ,,,,,,,
0831T,Dgtz gls mcrscp cytp c/v,N,,, ,,,,,,,
0832T,Dgtz gls mcrscp cytp oth scr,N,,, ,,,,,,,
0833T,Dgtz gls mcrscp cytp oth prp,N,,, ,,,,,,,
0834T,Dgtz gls mcrscp cytp oth xtn,N,,, ,,,,,,,
0835T,Dgtz gls mcrscp fna 1st ea,N,,, ,,,,,,,
0836T,Dgtz gls mcrscp fna ea addl,N,,, ,,,,,,,
0837T,Dgtz gls mcrscp fna i&r,N,,, ,,,,,,,
0838T,Dgtz gls mcrscp cslt sld els,N,,, ,,,,,,,
0839T,Dgtz gls mcrscp cslt mat prp,N,,, ,,,,,,,
0840T,Dgtz gls mcrscp cslt compre,N,,, ,,,,,,,
0841T,Dgtz gls mcrscp pth cslt 1st,N,,, ,,,,,,,
0842T,Dgtz gls mcrscp pth cslt ea,N,,, ,,,,,,,
0843T,Dgtz gls mcrscp cslt cyt 1st,N,,, ,,,,,,,
0844T,Dgtz gls mcrscp cslt cyt ea,N,,, ,,,,,,,
0845T,Dgtz gls mcrscp imfluor 1st,N,,, ,,,,,,,
0846T,Dgtz gls mcrscp imfluor ea,N,,, ,,,,,,,
0847T,Dgtz gls mcrscp xm arch tiss,N,,, ,,,,,,,
0848T,Dgtz gls mcrscp ish 1st,N,,, ,,,,,,,
0849T,Dgtz gls mcrscp ish ea adl 1,N,,, ,,,,,,,
0850T,Dgtz gls mcrscp ish ea mult,N,,, ,,,,,,,
0851T,Dgtz gls mcrscp mphmtrc 1st,N,,, ,,,,,,,
0852T,Dgtz gls mcrscp mphmtrc ea 1,N,,, ,,,,,,,
0853T,Dgtz gls mcrscp mphmtrc ea m,N,,, ,,,,,,,
0854T,Dgtz gls mcrscp bld smr prph,N,,, ,,,,,,,
0855T,Dgtz gls mcrscp b1 marow smr,N,,, ,,,,,,,
0856T,Dgtz gls mcrscp electron mic,N,,, ,,,,,,,
0857T,Opto-acoustic img breast uni,S,5522,1.1926,$106.34,.,$21.27,,,,,
0858T,Ext trnscranl mag stimj meas,E1,,, ,,,,,,,
0859T,Ncntc ifr spctrsc o/t pad ea,N,,, ,,,,,,,
0860T,Ncntc ifr spctrsc scr pad,E1,,, ,,,,,,,
0861T,Rmvl pg wcs lv both compnt,Q2,5221,40.8135,"$3,639.30",.,$727.86,,,,,
0862T,Rlcj pg wcs lv battery only,T,5054,20.5142,"$1,829.23",.,$365.85,,,,,
0863T,Rlcj pg wcs lv trnsmtr only,T,5054,20.5142,"$1,829.23",.,$365.85,,,,,
0864T,Low ntsty eswt corpus cvrnsm,T,5371,2.7275,$243.21,.,$48.65,,,,,
0865T,Quan mri alys brn w/o dx mri,S,5523,2.7108,$241.72,.,$48.35,,,,,
0866T,Quan mri alys brn w/dx mri,S,5523,2.7108,$241.72,.,$48.35,,,,,
0867T,Tpla b9 prst8 hyprplsa>=50ml,J1,5375,57.0111,"$5,083.62",.,"$1,016.73",,,,,
0868T,Hi-res gastric ep mapping,S,5723,5.9505,$530.60,.,$106.12,,,,,
0869T,Njx b1 sub mtrl hw fixj aug,J1,5113,36.3872,"$3,244.61",.,$648.93,,,,,
0870T,Imp subq prtl ascts pmp sys,E2,,, ,,,,,,,
0871T,Rplcmt subq prtl ascites pmp,E2,,, ,,,,,,,
0872T,Rplcmt ndwllg bldr&prtl cath,E2,,, ,,,,,,,
0873T,Revj subq prtl asct pmp sys,E2,,, ,,,,,,,
0874T,Rmvl pertl ascites pmp sys,E2,,, ,,,,,,,
0875T,Prgrm subq prtl asct pmp sys,E2,,, ,,,,,,,
0876T,Duplex scan hemo fstl lmtd,E1,,, ,,,,,,,
0877T,Augmnt alys ch ct ild w/o ct,S,1508,,$650.50,.,$130.10,,,,,
0878T,Augmnt alys ch ct ild w/ct,S,1508,,$650.50,.,$130.10,,,,,
0879T,Augmnt alys ch ct ild prep,N,,, ,,,,,,,
0880T,Augmnt alys ch ct ild i&r,M,,, ,,,,,,,
0881T,Cryotherapy oral cavity,Q1,5735,4.4751,$399.04,.,$79.81,,,,,
0882T,Intraop ther estim pn ue 1st,N,,, ,,,,,,,
0883T,Intraop ther estim pn ue ea,N,,, ,,,,,,,
0884T,Esphgsc flx 1st tndsc dilat,J1,5331,66.7587,"$5,952.81",.,"$1,190.57",,,,,
0885T,Colsc flx 1st tndsc dilat,J1,5331,66.7587,"$5,952.81",.,"$1,190.57",,,,,
0886T,Sgmdsc flx 1st tndsc dilat,J1,5331,66.7587,"$5,952.81",.,"$1,190.57",,,,,
0887T,End-tidal ctrl inhaled anes,N,,, ,,,,,,,
0888T,Histotripsy mal renal tissue,S,1576,,"$17,500.50",.,"$3,500.10",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0889T,Prsnlz trgt dvl arhfcmrigtbs,S,1511,,$950.50,.,$190.10,,,,,
0890T,Arhfcmrigtbs 1st tx day,S,1525,,"$3,750.50",.,$750.10,,,,,
0891T,Arhfcmrigtbs sbsq tx day,S,1525,,"$3,750.50",.,$750.10,,,,,
0892T,Arhfcmrigtbs sbsq per tx day,S,1525,,"$3,750.50",.,$750.10,,,,,
0893T,N-invas assmt bld oxygnation,Q1,5733,0.6661,$59.40,.,$11.88,,,,,
0894T,Cannulation liver allograft,C,,, ,,,,,,,
0895T,Connj lvr algrft prfu dev 1,C,,, ,,,,,,,
0896T,Connj lvr algrft prfu dev ea,C,,, ,,,,,,,
0897T,N-invas augmnt arrhyt alys,S,5724,11.4097,"$1,017.39",.,$203.48,,,,,
0898T,N-invas prst8 cancer est map,S,5724,11.4097,"$1,017.39",.,$203.48,,,,,
0899T,N-invas deter aqmbf aug cmr,E1,,, ,,,,,,,
0900T,N-invas est aqmbf asstv cmr,E1,,, ,,,,,,,
0901T,Plmt bone marrow smplg port,E1,,, ,,,,,,,
0902T,Qtc ntrvl augmnt alg aly ecg,Q1,5734,1.4456,$128.90,.,$25.78,,,,,
0903T,Ecg alg 12 lead reduced i&r,M,,, ,,,,,,,
0904T,Ecg alg 12 ld rdcd trcg only,Q1,5733,0.6661,$59.40,.,$11.88,,,,,
0905T,Ecg alg 12 ld rdcd i&r only,M,,, ,,,,,,,
0906T,Coms ther 1st appl<=50 sq cm,S,5051,2.2284,$198.70,.,$39.74,,,,,
0907T,Coms ther ea addl<=50 sq cm,N,,, ,,,,,,,
0908T,Opn imp int nstm sys vgs nrv,E1,,, ,,,,,,,
0909T,Rplcmt int nstim sys vgs nrv,E1,,, ,,,,,,,
0910T,Rmvl int nstim sys vagus nrv,E1,,, ,,,,,,,
0911T,Elec aly nstm sys vgs nrv wo,E1,,, ,,,,,,,
0912T,Elec alys nstim sys vgs smpl,E1,,, ,,,,,,,
0913T,Prq tcat ther rx ntrac balo1,J1,5192,63.9406,"$5,701.52",.,"$1,140.31",,,,,
0914T,Prq tcat thr rx ntrc bal sep,N,,, ,,,,,,,
0915T,Insj perm ccm-d sys pg&eltrd,J1,5232,359.5597,"$32,061.58",.,"$6,412.32",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0916T,Insj perm ccm-d sys pg only,J1,5231,251.7264,"$22,446.19",.,"$4,489.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0917T,Insj perm ccm-d sys 1 lead,J1,5222,92.8123,"$8,275.98",.,"$1,655.20",,,,,
0918T,Insj perm ccm-d sys dual ld,J1,5222,92.8123,"$8,275.98",.,"$1,655.20",,,,,
0919T,Rmvl perm ccm-d sys pg only,Q2,5221,40.8135,"$3,639.30",.,$727.86,,,,,
0920T,Rmvl perm ccm-d sys 1 pac ld,Q2,5221,40.8135,"$3,639.30",.,$727.86,,,,,
0921T,Rmvl perm ccm-d sys 1 dfb ld,Q2,5221,40.8135,"$3,639.30",.,$727.86,,,,,
0922T,Rmvl perm ccm-d sys dual ld,Q2,5221,40.8135,"$3,639.30",.,$727.86,,,,,
0923T,Rmvl&rplcmt perm ccm-d pg,J1,5231,251.7264,"$22,446.19",.,"$4,489.24",,"$1,676.00",,"Copayments capped at inpatient deductible of $1,676.00.",
0924T,Rpos prv ccm-d trnsvns eltrd,T,5181,6.9336,$618.26,.,$123.66,,,,,
0925T,Rlcj skin pocket ccm-d pg,T,5054,20.5142,"$1,829.23",.,$365.85,,,,,
0926T,Prgrmg dev eval ccm-d ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0927T,Interrog dev eval ccm-d ip,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0928T,Rem interrog dev ccm-d phys,M,,, ,,,,,,,
0929T,Rem interrog dev ccm-d tech,Q1,5741,0.4182,$37.29,.,$7.46,,,,,
0930T,Ephys eval ccm-d ld 1st impl,J1,5211,13.6145,"$1,213.99",.,$242.80,,,,,
0931T,Ephys eval ccm-d ld separate,J1,5211,13.6145,"$1,213.99",.,$242.80,,,,,
0932T,N-invs det hrt fail aug echo,S,5743,3.3634,$299.91,.,$59.99,,,,,
0933T,Tcat impl wrls l atr prs snr,J1,5191,36.0710,"$3,216.41",$863.75,$643.29,,,,,
0934T,Rem mntr wrls l atr prs snr,M,,, ,,,,,,,
0935T,Cysto w/rnl pel symp dnrvtj,E1,,, ,,,,,,,
0936T,Photobiomodulation ther rta,E1,,, ,,,,,,,
0937T,Xtrnl ecg rec>15d<30d,E1,,, ,,,,,,,
0938T,Xtrnl ecg rec>15d<30d rec,E1,,, ,,,,,,,
0939T,Xtrnl ecg rec>15d<30d scan,E1,,, ,,,,,,,
0940T,Xtrnl ecg rec>15d<30d r&i,E1,,, ,,,,,,,
0941T,Cysto flx ins&xpns urtl scaf,E1,,, ,,,,,,,
0942T,Cysto flx rmv&rplc urtl scaf,E1,,, ,,,,,,,
0943T,Cysto flx rmvl urtl scaffold,E1,,, ,,,,,,,
