HCPCS Code,Description,NDC,Drug Name,Pkg Size,Pkg Qty,BUPP,Payment Limit,ASP,SI,Effective Start Date
J0665,"Inj, bupivacaine, nos, 0.5mg",00404-9907-10,Marcaine,10.0,1,100.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00404-9907-30,Marcaine,30.0,1,300.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00404-9945-50,Sensorcaine,50.0,1,250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00404-9946-10,Sensorcaine,10.0,1,100.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00404-9947-50,Sensorcaine,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-0525-25,Marcaine,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1159-01,Bupivacaine HCl,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1159-02,Bupivacaine HCl,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1159-10,Bupivacaine HCl,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1160-01,Bupivacaine HCl,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1162-01,Bupivacaine HCl,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1162-02,Bupivacaine HCl,30.0,25,7500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1163-01,Bupivacaine HCl,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1165-01,Bupivacaine HCl,10.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1165-02,Bupivacaine HCl,30.0,25,11250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1530-25,Marcaine,30.0,25,7500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1559-10,Marcaine,10.0,10,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1559-30,Marcaine,30.0,10,1500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1560-10,Marcaine,10.0,10,1000.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1560-29,Marcaine,30.0,10,3000.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1582-10,Marcaine,10.0,10,1500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1582-29,Marcaine,30.0,10,4500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1587-50,Marcaine,50.0,1,250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1610-50,Marcaine,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1761-10,Marcaine Spinal,2.0,10,300.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-1761-62,Marcaine Spinal,2.0,800,24000.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-2253-25,Marcaine,30.0,25,11250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-2510-25,Marcaine,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-5010-25,Marcaine,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",00409-7535-25,Marcaine,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",50090-4516-00,Bupivacaine HCl,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",51662-1396-01,Bupivacaine HCl,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",51662-1396-03,Bupivacaine HCl,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",51662-1581-03,Bupivacaine HCl,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",51662-1588-03,Sensorcaine,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",51662-1592-03,Sensorcaine,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",52584-0465-57,Bupivacaine HCl,50.0,1,250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",52584-0467-57,Bupivacaine HCl,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0167-10,Bupivacaine HCl,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0168-30,Bupivacaine HCl,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0169-10,Bupivacaine HCl,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0170-30,Bupivacaine HCl,30.0,25,7500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0171-10,Bupivacaine HCl,10.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0172-30,Bupivacaine HCl,30.0,25,11250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0249-50,Bupivacaine HCl,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",55150-0250-50,Bupivacaine HCl,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0464-17,Sensorcaine-MPF,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0464-37,Sensorcaine-MPF,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0464-38,Bupivicaine,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0464-39,Sensorcaine-MPF,30.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0465-57,Sensorcaine,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0466-17,Sensorcaine-MPF,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0466-37,Sensorcaine-MPF,30.0,25,7500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0466-38,Sensorcaine MPF,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0466-39,Sensorcaine-MPF,30.0,25,7500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0467-57,Sensorcaine,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0472-17,Sensorcaine-MPF,10.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",63323-0472-37,Sensorcaine-MPF,30.0,25,11250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0114-02,Bupivacaine HCl,10.0,10,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0115-01,Bupivacaine HCl,30.0,1,150.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0116-01,Bupivacaine HCl,50.0,1,250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0117-02,Bupivacaine HCl,10.0,10,1000.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0118-01,Bupivacaine HCl,30.0,1,300.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0119-01,Bupivacaine HCl,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0120-02,Bupivacaine HCl,10.0,10,1500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",70594-0121-01,Bupivacaine HCl,30.0,1,450.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0721-11,Bupivacaine HCl,10.0,1,50.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0722-32,Bupivacaine HCl,30.0,1,150.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0723-52,Bupivacaine HCl,50.0,1,250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0724-11,Bupivacaine HCl,10.0,1,100.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0725-32,Bupivacaine HCl,30.0,1,300.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0726-52,Bupivacaine HCl,50.0,1,500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0727-11,Bupivacaine HCl,10.0,1,150.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71288-0728-32,Bupivacaine HCl,30.0,1,450.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",71351-0022-10,Bupivacaine HCl,2.0,10,300.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0279-25,Bupivacaine HCl,50.0,25,6250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0287-25,Bupivacaine HCl,50.0,25,12500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0327-25,Bupivacaine HCl,10.0,25,1250.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0506-10,Bupivacaine HCl,10.0,10,1000.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0506-25,Bupivacaine HCl,10.0,25,2500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0700-10,Bupivacaine HCl,10.0,10,1500.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0700-25,Bupivacaine HCl,10.0,25,3750.0,0.011,0.01,N,2026-01-01
J0665,"Inj, bupivacaine, nos, 0.5mg",72603-0800-25,Bupivacaine HCl,30.0,25,11250.0,0.011,0.01,N,2026-01-01
J0666,"Inj, bupivacaine liposome",65250-0133-04,Exparel,10.0,4,532.0,1.438,1.357,K1,2026-01-01
J0666,"Inj, bupivacaine liposome",65250-0133-09,Exparel,10.0,10,1330.0,1.438,1.357,K1,2026-01-01
J0666,"Inj, bupivacaine liposome",65250-0266-04,Exparel,20.0,4,1064.0,1.438,1.357,K1,2026-01-01
J0666,"Inj, bupivacaine liposome",65250-0266-09,Exparel,20.0,10,2660.0,1.438,1.357,K1,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,50090-4408-00,Polocaine,50.0,1,5.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,50090-4517-00,Polocaine,50.0,1,5.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,51662-1403-03,Polocaine - Mpf,30.0,1,3.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,51662-1534-03,Polocaine,50.0,25,125.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,51662-1535-03,Polocaine,50.0,25,125.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,63323-0260-37,Polocaine-Mpf,30.0,25,75.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,63323-0283-57,Polocaine,50.0,25,125.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,63323-0293-37,Polocaine-Mpf,30.0,25,75.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,63323-0294-27,Polocaine-Mpf,20.0,25,50.0,3.75,3.538,N,2026-01-01
J0670,Inj mepivacaine hcl/10 ml,63323-0296-57,Polocaine,50.0,25,125.0,3.75,3.538,N,2026-01-01
J0687,Inj cefazolin (wg crit care),44567-0840-25,Cefazolin Sodium,1.0,25,100.0,0.879,0.829,K,2026-01-01
J0687,Inj cefazolin (wg crit care),44567-0845-25,Cefazolin Sodium,1.0,25,150.0,0.879,0.829,K,2026-01-01
J0688,"Inj cefazolin sodium, hikma",00143-9139-25,Cefazolin Sodium,1.0,25,100.0,0.875,0.825,K,2026-01-01
J0688,"Inj cefazolin sodium, hikma",00143-9140-25,Cefazolin Sodium,1.0,25,150.0,0.875,0.825,K,2026-01-01
J0689,"Inj cefazolin sodium, baxter",00338-0096-06,Cefazolin,150.0,6,36.0,1.272,1.2,N,2026-01-01
J0689,"Inj cefazolin sodium, baxter",00338-3503-41,Cefazolin Sodium,50.0,24,48.0,1.272,1.2,N,2026-01-01
J0689,"Inj cefazolin sodium, baxter",00338-3508-41,Cefazolin Sodium,100.0,12,48.0,1.272,1.2,N,2026-01-01
J0690,Cefazolin sodium injection,00143-9261-10,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00143-9262-25,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00143-9923-90,Cefazolin Sodium,1.0,25,25.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00143-9924-90,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00143-9983-03,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00264-3103-11,Cefazolin Sodium in Dextrose,50.0,24,48.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00264-3105-11,Cefazolin Sodium in Dextrose,50.0,24,96.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00264-3107-11,Cefazolin Sodium in Dextrose,1.0,24,144.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00404-9833-99,Cefazolin Sodium,1.0,1,2.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00404-9834-99,Cefazolin Sodium,1.0,1,2.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00404-9835-99,Cefazolin Sodium,1.0,1,1.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00409-2585-01,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00781-3450-95,Cefazolin Sodium,1.0,10,10.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00781-3451-96,Cefazolin Sodium,10.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,00781-3452-95,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0100-10,Cefazolin Sodium,1.0,25,25.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0100-66,Cefazolin Sodium,1.0,25,25.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0101-10,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0101-67,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0102-69,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,25021-0102-99,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,44567-0120-25,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,44567-0706-25,Cefazolin Sodium,1.0,25,25.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,44567-0707-25,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,44567-0708-10,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,50090-4256-00,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,52584-0924-90,Cefazolin Sodium,1.0,1,2.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6142-05,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6143-04,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6231-05,Cefazolin Sodium,1.0,25,100.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6243-04,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6244-04,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,60505-6266-05,Cefazolin Sodium,1.0,25,150.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,63323-0237-10,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,63323-0238-61,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,72572-0055-25,Cefazolin Sodium,1.0,25,50.0,0.827,0.78,N,2026-01-01
J0690,Cefazolin sodium injection,72572-0056-10,Cefazolin Sodium,1.0,10,200.0,0.827,0.78,N,2026-01-01
J0692,Cefepime hcl for injection,00409-9566-10,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,00409-9735-10,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,25021-0121-20,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,25021-0121-66,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,25021-0122-50,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,25021-0122-67,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,44567-0130-10,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,44567-0131-10,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,44567-0240-10,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,44567-0241-10,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6144-04,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6145-04,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6146-00,Cefepime,1.0,1,2.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6146-04,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6147-00,Cefepime,1.0,1,4.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6147-04,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6245-04,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,60505-6246-04,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,63323-0326-20,Maxipime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,63323-0340-20,Maxipime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,66794-0209-41,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,70594-0089-02,Cefepime,1.0,10,20.0,0.866,0.817,N,2026-01-01
J0692,Cefepime hcl for injection,70594-0090-02,Cefepime,1.0,10,40.0,0.866,0.817,N,2026-01-01
J0694,Cefoxitin sodium injection,00143-9876-10,Cefoxitin Sodium,1.0,10,100.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,00143-9877-25,Cefoxitin Sodium,1.0,25,50.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,00143-9878-25,Cefoxitin Sodium,1.0,25,25.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,00264-3123-11,Cefoxitin Sodium,1.0,24,24.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,00264-3125-11,Cefoxitin Sodium,1.0,24,48.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,25021-0109-10,Cefoxitin Sodium,1.0,10,10.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,25021-0110-20,Cefoxitin Sodium,1.0,10,20.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,25021-0111-99,Cefoxitin Sodium,1.0,10,100.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,44567-0245-25,Cefoxitin Sodium,1.0,25,25.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,44567-0246-25,Cefoxitin Sodium,1.0,25,50.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,44567-0247-10,Cefoxitin Sodium,1.0,10,100.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,63323-0341-25,Cefoxitin Sodium,1.0,25,25.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,63323-0341-29,Cefoxitin Sodium,1.0,25,25.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,63323-0342-25,Cefoxitin Sodium,1.0,25,50.0,4.742,4.474,N,2026-01-01
J0694,Cefoxitin sodium injection,63323-0342-29,Cefoxitin Sodium,1.0,25,50.0,4.742,4.474,N,2026-01-01
J0695,Inj ceftolozane tazobactam,67919-0030-01,Zerbaxa,1.0,10,200.0,8.947,8.441,K,2026-01-01
J0696,Ceftriaxone sodium injection,00143-9678-01,Ceftriaxone,1.0,1,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00143-9856-25,Ceftriaxone,1.0,25,200.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00143-9857-25,Ceftriaxone,1.0,25,100.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00143-9858-25,Ceftriaxone,1.0,25,50.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00143-9859-25,Ceftriaxone,1.0,25,25.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00264-3153-11,Ceftriaxone in D5W,1.0,24,96.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00264-3155-11,Ceftriaxone in D5W,1.0,24,192.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00338-5002-41,Ceftriaxone in D5W,50.0,24,96.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00338-5003-41,Ceftriaxone in D5W,50.0,24,192.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7332-01,Ceftriaxone,1.0,10,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7332-20,Ceftriaxone,1.0,10,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7333-04,Ceftriaxone,1.0,10,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7333-49,Ceftriaxone,1.0,10,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7334-10,Ceftriaxone,1.0,1,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7334-20,Ceftriaxone,1.0,1,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7335-03,Ceftriaxone,1.0,10,80.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7335-20,Ceftriaxone,1.0,10,80.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7336-04,Ceftriaxone,1.0,10,80.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7337-01,Ceftriaxone,1.0,10,10.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7337-20,Ceftriaxone,1.0,10,10.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7338-01,Ceftriaxone,1.0,10,20.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00409-7338-20,Ceftriaxone,1.0,10,20.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3206-85,Ceftriaxone,1.0,1,1.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3206-95,Ceftriaxone,1.0,10,10.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3207-85,Ceftriaxone,1.0,1,2.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3207-95,Ceftriaxone,1.0,10,20.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3208-85,Ceftriaxone,1.0,1,4.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3208-95,Ceftriaxone,1.0,10,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3209-95,Ceftriaxone,1.0,10,80.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,00781-3210-46,Ceftriaxone,1.0,1,40.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,25021-0105-10,Ceftriaxone,1.0,25,50.0,0.462,0.436,N,2026-01-01
J0696,Ceftriaxone sodium injection,25021-0105-66,Ceftriaxone,1.0,25,50.0,0.462,0.436,N,2026-01-01
