Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,,
,,,,,,,,,,,
"Effective January 1, 2026 through March 31, 2026",,,,,,,,,,,
,,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q25 ASP data.,,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes,
J1645,Dalteparin sodium,2500 IU,14.904,14.304,,,,,,Inflation-adjusted coinsurance,
J1650,Inj enoxaparin sodium,10 MG,0.533,20.000,,,,,,,
J1652,Fondaparinux sodium,0.5 MG,0.877,20.000,,,,,,,
J1670,Tetanus immune globulin inj,250 UNITS,588.540,20.000,,,,,,,
J1720,Hydrocortisone sodium succ i,100 MG,22.061,20.000,,,,,,,
J1740,Ibandronate sodium injection,1 MG,13.142,20.000,,,,,,,
J1741,Ibuprofen injection,100 MG,3.183,19.330,,,,,,Inflation-adjusted coinsurance,
J1743,Idursulfase injection,1 MG,558.102,20.000,,,,,,,
J1745,Infliximab not biosimil 10mg,10 MG,32.423,20.000,,,,,,,
J1746,"Inj., ibalizumab-uiyk, 10 mg",10 MG,77.538,20.000,,,,,,,
J1747,"Inj, spesolimab-sbzo, 1 mg",1 MG,65.728,19.864,,,,,,Inflation-adjusted coinsurance,
J1749,"Inj, iloprost, 0.1 mcg",0.1 MCG,5.713,20.000,,,,,,,
J1750,Inj iron dextran,50 MG,18.081,20.000,,,,,,,
J1756,Iron sucrose injection,1 MG,0.236,20.000,,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.232,20.000,,,,,,,
J1790,Droperidol injection,up to 5 MG,7.180,20.000,,,,,,,
J1805,"Inj, esmolol hcl, 10mg",10 MG,0.212,20.000,,,,,,,
J1806,Inj esmolol hcl wg crit care,10 MG,0.410,20.000,,,,,,,
J1808,"Inj, folic acid, 0.1 mg",0.1 MG,0.053,20.000,,,,,,,
J1809,"Inj, fosdenopterin, 0.1mg",0.1 MG,17.238,20.000,,,,,,,
J1811,Fiasp for insulin pump use,50 UNITS,7.903,20.000,,,,,,,
J1813,Lyumjev for insulin pump use,50 UNITS,15.104,20.000,,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,3.200,20.000,,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,495.545,20.000,,,,,,,
J1836,"Inj, metronidazole, 10 mg",10 MG,0.028,20.000,,,,,,,
J1837,"Inj, posaconazole, 1 mg",1 MG,0.346,20.000,,,,,,Added January 2026,
J1885,Ketorolac tromethamine inj,15 MG,0.333,20.000,,,,,,,
J1920,"Inj, labetalol hcl, 5mg",5 MG,0.348,20.000,,,,,,,
J1921,"Inj labetalol hcl hikma, 5mg",5 MG,1.090,20.000,,,,,,,
J1930,Lanreotide injection,1 MG,35.388,20.000,,,,,,,
J1931,Laronidase injection,0.1 MG,39.953,20.000,,,,,,,
J1932,"Inj, lanreotide, (cipla) 1mg",1 MG,38.217,20.000,,,,,,,
J1938,"Inj, furosemide, 1 mg",1 MG,0.019,20.000,,,,,,,
J1939,"Inj, bumetanide, 0.5 mg",0.5 MG,0.357,20.000,,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,3.245,20.000,,,,,,,
J1944,Aripiprazole lauroxil 1 mg,1 MG,3.341,20.000,,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1763.869,18.309,,,,,,Inflation-adjusted coinsurance,
J1951,Inj fensolvi 0.25 mg,0.25 MG,139.877,20.000,,,,,,,
J1952,"Leuprolide inj, camcevi, 1mg",1 mg,57.034,20.000,,,,,,,
J1953,Levetiracetam injection,10 MG,0.039,20.000,,,,,,,
J1954,Inj leu acet lutr dpt 7.5 mg,7.5 MG,706.667,16.261,,,,,,Inflation-adjusted coinsurance,
J1955,Inj levocarnitine per 1 gm,1 GM,23.268,20.000,,,,,,,
J1956,Levofloxacin injection,250 MG,2.161,20.000,,,,,,,
J1961,Inj lenacapavir (hiv tx) 1mg,1 MG,22.298,20.000,,,,,,,
J2002,"Inj, lidocaine in d5w, 1 mg",1 MG,0.003,20.000,,,,,,,
J2010,Lincomycin injection,300 MG,5.399,20.000,,,,,,,
J2020,Linezolid injection,200 MG,2.742,20.000,,,,,,,
J2021,"Inj, linezolid (hospira)",200 MG,21.631,20.000,,,,,,,
J2060,Lorazepam injection,2 MG,1.406,20.000,,,,,,,
J2151,"Inj, mannitol, 250 mg",250 MG,0.060,20.000,,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,8.148,20.000,,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,31.885,20.000,,,,,,,
J2183,Inj meropenem (wg crit care),100 MG,1.572,20.000,,,,,,,
J2184,"Inj, meropenem (b. braun)",100 MG,2.009,10.069,,,,,,Inflation-adjusted coinsurance,
J2185,Meropenem,100 MG,0.383,20.000,,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,21.363,20.000,,,,,,,
J2246,"Inj, micafungin (baxter)",1 MG,0.413,20.000,,,,,,,
J2247,"Inj, micafungin (par pharm)",1 MG,0.219,20.000,,,,,,,
J2248,Micafungin sodium injection,1 MG,0.249,20.000,,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.141,20.000,,,,,,,
J2251,Inj midazolam in 0.9% nacl,1 MG,0.176,20.000,,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.351,20.000,,,,,,,
J2267,"Inj, mirikizumab-mrkz, 1 mg",1 MG,41.916,17.364,,,,,,Inflation-adjusted coinsurance,
J2270,Morphine sulfate injection,10 MG,3.036,20.000,,,,,,,
J2272,"Inj, morphine (fresenius)",10 MG,6.771,20.000,,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,13.495,20.000,,,,,,,
J2277,"Inj, motixafortide, 0.25 mg",0.25 MG,26.479,20.000,,,,,,,
J2278,Ziconotide injection,1 MCG,10.565,20.000,,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.156,20.000,,,,,,,
J2281,Inj moxifloxacin (fres kabi),100 MG,6.641,20.000,,,,,,,
J2290,"Inj, nafcillin sodium, 20 mg",20 MG,0.062,20.000,,,,,,,
J2291,"Inj, nafcillin (baxter) 20mg",20 MG,0.150,20.000,,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.447,20.000,,,,,,,
J2305,"Inj, nitroglycerin, 5 mg",5 MG,1.523,20.000,,,,,,,
J2312,"Inj naloxone hcl nos, 0.01mg",0.01 MG,0.065,20.000,,,,,,,
J2313,"Inj, naloxone (zimhi) 0.01mg",0.01 MG,0.015,20.000,,,,,,,
J2315,"Naltrexone, depot form",1 MG,4.244,19.997,,,,,,Inflation-adjusted coinsurance,
J2323,Natalizumab injection,1 MG,24.512,20.000,,,,,,,
J2327,Inj risankizumab-rzaa 1 mg,1 MG,14.932,20.000,,,,,,,
J2329,"Inj ublituximab-xiiy, 1 mg",1 MG,70.184,20.000,,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,59.324,20.000,,,,,,,
J2351,Inj ocrelizumab 1mg hya-ocsq,1 MG,47.045,19.659,,,,,,Inflation-adjusted coinsurance,
J2353,"Octreotide injection, depot",1 MG,199.170,20.000,,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.658,20.000,,,,,,,
J2356,"Inj tezepelumab-ekko, 1mg",1 MG,17.822,20.000,,,,,,"""lesser of"" methodology applied",
J2357,Omalizumab injection,5 MG,45.499,20.000,,,,,,"""lesser of"" methodology applied",
J2358,Olanzapine long-acting inj,1 MG,3.158,20.000,,,,,,,
J2359,"Inj. olanzapine, 0.5mg",0.5 MG,0.806,20.000,,,,,,,
J2360,Orphenadrine injection,60 MG,6.390,20.000,,,,,,,
J2371,Inj phenylephrine hcl 20 mcg,20 MCG,0.002,20.000,,,,,,,
J2372,"Inj, biorphen, 20 micrograms",20 MCG,0.163,20.000,,,,,,,
J2373,"Inj, immphentiv, 20 mcg",20 MCG,0.136,20.000,,,,,,,
J2401,Chloroprocaine hcl injection,1 MG,0.038,20.000,,,,,,,
J2403,"Chloroprocaine opht gel, 1mg",1 MG,0.580,20.000,,,,,,,
J2404,"Inj, nicardipine 0.1 mg",0.1 MG,0.066,20.000,,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.093,20.000,,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,43.059,20.000,,,,,,,
J2407,"Injection, oritavancin",10 MG,28.468,20.000,,,,,,,
J2425,Palifermin injection,50 MCG,36.628,16.137,,,,,,Inflation-adjusted coinsurance,
J2426,"Inj, invega sustenna, 1 mg",1 MG,15.111,20.000,,,,,,,
J2427,"Inj, invega hafyera/trinza",1MG,12.991,20.000,,,,,,,
J2428,"Inj, erzofri, 1 mg",1 MG,15.303,20.000,,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,11.290,20.000,,,,,,,
J2468,"Inj, palonosetron (posfrea)",25 MCG,58.575,20.000,,,,,,,
J2469,Palonosetron hcl,25 MCG,0.353,20.000,,,,,,AMP-based payment limit,
J2501,Paricalcitol,1 MCG,0.969,20.000,,,,,,,
J2502,"Inj, pasireotide long acting",1 MG,575.065,15.093,,,,,,Inflation-adjusted coinsurance,
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,122.837,20.000,,,,,,,
J2507,Pegloticase injection,1 MG,3768.809,19.008,,,,,,Inflation-adjusted coinsurance,
J2508,Pegunigalsidase alfa-iwxj,1 MG,225.948,20.000,,,,,,,
J2516,Pentamidine non-comp unit,1 MG,0.235,20.000,,,,,,Added January 2026,
J2540,Penicillin g potassium inj,600000 UNITS,0.780,20.000,,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.091,20.000,,,,,,,
J2550,Promethazine hcl injection,50 MG,3.971,20.000,,,,,,,
J2560,Phenobarbital sodium inj,120 MG,29.077,20.000,,,,,,,
J2562,Plerixafor injection,1 MG,30.663,20.000,,,,,,,
J2596,Vasopressin (long grove) 1 u,1 UNIT,1.790,20.000,,,,,,Added January 2026,
J2597,Inj desmopressin acetate,1 MCG,3.414,20.000,,,,,,,
J2598,"Inj, vasopressin, 1 unit",1 UNIT,0.525,20.000,,,,,,,
J2599,Inj vasopressin (am reg) 1 u,1 UNIT,0.863,20.000,,,,,,,
J2601,"Inj, vasopressin (baxter)",1 UNIT,2.222,20.000,,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,0.716,20.000,,,,,,,
J2679,Inj fluphenazine hcl 1.25 mg,1.25 MG,7.391,20.000,,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,6.198,20.000,,,,,,,
J2690,Procainamide hcl injection,1 GM,344.530,20.000,,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,0.569,20.000,,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.089,20.000,,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.571,20.000,,,,,,,
J2724,Protein c concentrate,10 UNITS,15.014,20.000,,,,,,,
J2760,Phentolaine mesylate inj,5 MG,420.558,20.000,,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.083,20.000,,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,32.898,20.000,,,,,,,
J2778,Ranibizumab injection,0.1 mg,65.443,20.000,,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,76.223,20.000,,,,,,,
J2781,"Inj, pegcetacoplan, 1mg",1 MG,138.049,20.000,,,,,,,
J2782,Inj avacincaptad pegol 0.1mg,0.1 MG,102.917,20.000,,,,,,,
J2783,Rasburicase,0.5 MG,383.372,20.000,,,,,,,
J2785,Regadenoson injection,0.1 MG,2.679,20.000,,,,,,AMP-based payment limit,
J2786,"Injection, reslizumab, 1mg",1 MG,11.134,20.000,,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),22.931,20.000,,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),80.532,20.000,,,,,,,
J2791,Rhophylac injection,100 IU,4.829,20.000,,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,33.910,20.000,,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,11.184,20.000,,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.050,20.000,,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,12.139,20.000,,,,,,,
J2799,"Inj, uzedy, 1 mg",1 MG,25.044,20.000,,,,,,,
J2800,Methocarbamol injection,10 ML,4.535,20.000,,,,,,,
J2802,"Inj, romiplostim 1 microgram",1 MCG,11.048,18.399,,,,,,Inflation-adjusted coinsurance,
J2804,"Inj, rifampin, 1 mg",1 MG,0.153,20.000,,,,,,,
J2805,Sincalide injection,5 MCG,110.129,20.000,,,,,,,
J2820,Sargramostim injection,50 MCG,61.745,19.806,,,,,,Inflation-adjusted coinsurance,
J2860,"Injection, siltuximab",10 MG,168.678,17.853,,,,,,Inflation-adjusted coinsurance,
J2865,Inj sulfameth/trim 5 mg/1 mg,5MG-1MG,0.038,20.000,,,,,,,
J2916,Na ferric gluconate complex,12.5 MG,2.214,20.000,,,,,,,
J2919,"Inj, methylpred sod succ 5mg",5 MG,0.264,20.000,,,,,,,
J2997,Alteplase recombinant,1 MG,93.832,20.000,,,,,,,
J3000,Streptomycin injection,1 GM,33.877,20.000,,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,1.188,20.000,,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,20.502,18.798,,,,,,Inflation-adjusted coinsurance,
J3055,Inj talquetamab-tgvs 0.25 mg,0.25 MG,74.915,18.982,,,,,,Inflation-adjusted coinsurance,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.943,20.000,,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.964,19.921,,,,,,Inflation-adjusted coinsurance,
J3095,Telavancin injection,10 MG,7.368,20.000,,,,,,,
J3101,Tenecteplase injection,1 MG,186.972,17.808,,,,,,Inflation-adjusted coinsurance,
J3105,Terbutaline sulfate inj,1 MG,2.473,20.000,,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,12.109,18.982,,,,,,Inflation-adjusted coinsurance,
J3121,Inj testostero enanthate 1mg,1 MG,0.051,20.000,,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,2.069,18.707,,,,,,Inflation-adjusted coinsurance,
J3230,Chlorpromazine hcl injection,50 MG,23.767,20.000,,,,,,,
J3240,Thyrotropin injection,0.9 MG,2125.636,20.000,,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,369.312,20.000,,,,,,,
J3243,Tigecycline injection,1 MG,0.562,20.000,,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,123.785,20.000,,,,,,,
J3246,Tirofiban hcl,0.25 MG,3.450,20.000,,,,,,,
J3247,Inj secukinumab intrav 1mg,1 MG,18.073,20.000,,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,57.597,20.000,,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.071,20.000,,,,,,,
J3262,Tocilizumab injection,1 MG,5.609,20.000,,,,,,,
J3263,"Inj, toripalimab-tpzi, 1 mg",1 MG,40.210,20.000,,,,,,,
J3285,Treprostinil injection,1 MG,54.480,20.000,,,,,,,
J3299,Inj xipere 1 mg,1 MG,47.850,20.000,,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,24.491,3.920,,,,,,Inflation-adjusted coinsurance,
J3301,Triamcinolone acet inj nos,10 MG,0.741,20.000,,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.579,20.000,,,,,,,
J3315,Triptorelin pamoate,3.75 MG,463.195,20.000,,,,,,,
J3316,"Inj., triptorelin xr 3.75 mg",3.75 MG,3764.986,19.970,,,,,,Inflation-adjusted coinsurance,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.490,20.000,,,,,,,
J3360,Diazepam injection,5 MG,6.690,20.000,,,,,,,
J3373,"Inj, vancomycin hcl, 10 mg",10 MG,0.031,20.000,,,,,,,
J3374,"Inj, vancomycin (mylan) 10mg",10 MG,0.103,20.000,,,,,,,
J3375,Inj vancomycin (xellia) 10mg,10 MG,0.134,20.000,,,,,,,
J3376,Inj vancomycin (hikma) 10mg,10 MG,0.019,20.000,,,,,,Added January 2026,
J3379,"Inj, valproate sod, 5 mg",5 MG,0.045,20.000,,,,,,Added January 2026,
J3380,Inj vedolizumab iv 1 mg,1 MG,21.371,20.000,,,,,,,
J3385,Velaglucerase alfa,100 UNITS,386.428,20.000,,,,,,,
J3396,Verteporfin injection,0.1 MG,11.556,20.000,,,,,,,
J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,1014.786,20.000,,,,,,,
J3402,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,201669.021,20.000,,,,,,,
J3403,"Revakinagene, per implant",PER IMPLANT,265000.000,20.000,,,,,,Added January 2026,
J3410,Hydroxyzine hcl injection,25 MG,13.000,20.000,,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,1.806,20.000,,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,15.555,20.000,,,,,,,
J3420,Vitamin b12 injection,1000 MCG,0.638,20.000,,,,,,,
J3425,Hydroxocobalamin im 10mcg,10 MCG,0.008,20.000,,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,2.808,20.000,,,,,,,
J3465,"Injection, voriconazole",10 MG,0.751,20.000,,,,,,,
J3470,Hyaluronidase injection,150 UNITS,31.807,20.000,,,,,,,
J3471,"Ovine, up to 999 usp units",1 USP UNIT,0.499,20.000,,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.363,20.000,,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.405,20.000,,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.121,20.000,,,,,,,
J3485,Zidovudine,10 MG,1.513,20.000,,,,,,,
J3486,Ziprasidone mesylate,10 MG,9.148,20.000,,,,,,,
J3489,Zoledronic acid 1mg,1 MG,5.082,20.000,,,,,,,
J7030,Normal saline solution infus,1000 CC,1.989,20.000,,,,,,,
J7040,Normal saline solution infus,500 ML,1.286,20.000,,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.310,20.000,,,,,,,
J7050,Normal saline solution infus,250 CC,0.664,20.000,,,,,,,
J7060,5% dextrose/water,500 ML,1.746,20.000,,,,,,,
J7070,D5w infusion,1000 CC,2.936,20.000,,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.384,20.000,,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,56.464,20.000,,,,,1,,
J7171,"Inj, adzynma, 10 iu",10 UNITS,35.478,20.000,,,,,,,
J7172,"Inj marstacim-hncq, 0.5 mg",0.5 MG,50.473,20.000,,,,,1,,
J7173,"Inj. concizumab-mtci, 0.5 mg",0.5 MG,85.503,20.000,,,,,1,,
J7174,Injection fitusiran 0.04 mg,0.04 MG,132.620,20.000,,,,,1,Added January 2026,
J7175,"Inj, factor x, (human), 1iu",1 IU,9.921,20.000,,,,,1,,
J7177,"Inj., fibryga, 1 mg",1 MG,1.226,20.000,,,,,1,,
J7178,Inj human fibrinogen con nos,1 MG,1.525,20.000,,,,,1,,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.836,20.000,,,,,1,,
J7180,Factor xiii anti-hem factor,1 IU,10.763,20.000,,,,,1,,
J7181,Factor xiii recomb a-subunit,1 IU,18.564,20.000,,,,,1,,
J7182,Factor viii recomb novoeight,1 IU,1.551,20.000,,,,,1,,
J7183,Wilate injection,1 I.U. VWF:RCO,1.324,20.000,,,,,1,,
J7185,Xyntha inj,1 IU,1.588,20.000,,,,,1,,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.241,20.000,,,,,1,,
J7187,"Humate-p, inj",1 IU,1.491,20.000,,,,,1,,
J7188,Factor viii recomb obizur,1 IU,3.234,20.000,,,,,1,,
J7189,Factor viia recomb novoseven,1 MCG,2.622,20.000,,,,,1,,
J7190,Factor viii,1 IU,1.113,20.000,,,,,1,,
J7192,Factor viii recombinant nos,1 IU,1.591,20.000,,,,,1,,
J7193,Factor ix non-recombinant,1 IU,1.368,20.000,,,,,1,,
J7194,Factor ix complex,1 IU,1.703,20.000,,,,,1,,
J7195,Factor ix recombinant nos,1 IU,1.834,20.000,,,,,1,,
J7197,Antithrombin iii injection,1 IU,4.052,20.000,,,,,,,
J7198,Anti-inhibitor,1 IU,2.437,20.000,,,,,1,,
J7200,Factor ix recombinan rixubis,1 IU,1.737,20.000,,,,,1,,
J7201,Factor ix alprolix recomb,1 IU,3.600,20.000,,,,,1,,
J7202,Factor ix idelvion inj,1 IU,5.315,20.000,,,,,1,,
J7203,Factor ix recomb gly rebinyn,1 IU,4.550,20.000,,,,,1,,
J7204,Inj recombin esperoct per iu,1 IU,2.238,20.000,,,,,1,,
J7205,Factor viii fc fusion recomb,1 IU,2.469,20.000,,,,,1,,
J7207,Factor viii pegylated recomb,1 IU,2.162,20.000,,,,,1,,
J7208,Inj. jivi 1 iu,1 IU,2.654,19.507,,,,,1,Inflation-adjusted coinsurance,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.133,20.000,,,,,1,,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.577,20.000,,,,,1,,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.570,20.000,,,,,1,,
J7212,Factor viia recomb sevenfact,1 MCG,2.350,20.000,,,,,1,,
J7213,"Inj, ixinity, 1 i.u.",1 IU,2.066,18.682,,,,,1,Inflation-adjusted coinsurance,
J7214,Altuviiio per factor viii iu,1 IU,4.607,20.000,,,,,1,,
J7308,Aminolevulinic acid hcl top,354 MG,389.829,20.000,,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,338.938,20.000,,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,204.539,20.000,,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,507.436,20.000,,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,529.889,20.000,,,,,,,
J7318,"Inj, durolane 1 mg",1 MG,6.520,20.000,,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,4.759,20.000,,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,72.965,20.000,,,,,,,
J7322,Hymovis injection 1 mg,1 MG,17.640,20.000,,,,,,,
J7323,Euflexxa inj per dose,per dose,105.464,20.000,,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,111.258,20.000,,,,,,,
J7325,Synvisc or synvisc-one,1 MG,7.561,20.000,,,,,,,
J7326,Gel-one,per dose,528.051,20.000,,,,,,,
J7327,Monovisc inj per dose,PER DOSE,564.770,20.000,,,,,,,
J7328,Gelsyn-3 injection 0.1 mg,0.1 MG,0.673,20.000,,,,,,,
J7329,"Inj, trivisc 1 mg",1 MG,3.606,20.000,,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,3.115,20.000,,,,,,,
J7332,"Inj., triluron, 1 mg",1 MG,10.119,20.000,,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.423,20.000,,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,243.786,20.000,,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.786,20.000,,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,213.891,20.000,,,,,,,
J7354,"Cantharidin top, applicator",Per 3.2 mg single-use applicator,656.499,20.000,,,,,,,
J7355,Inj travoprost intra impl,1 MCG,196.227,20.000,,,,,,,
J7356,Inj foscarb/foslevodopa 5 mg,0.25 MG - 5 MG,0.702,20.000,,,,,,,
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.057,20.000,,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,1.810,20.000,,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.873,19.372,,,,,,Inflation-adjusted coinsurance,
J7504,Lymphocyte immune globulin,250 MG,5307.930,10.992,,,,,,Inflation-adjusted coinsurance,
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.197,20.000,,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.586,20.000,,,,,,,
J7509,Methylprednisolone oral,4 MG,0.139,20.000,,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.919,20.000,,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,1009.752,20.000,,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.005,20.000,,,,,,,
J7514,Mycophenol (myhibbin) 100 mg,100 MG,2.243,20.000,,,,,,Added January 2026,
J7515,Cyclosporine oral 25 mg,25 MG,0.526,20.000,,,,,,,
J7516,"Inj, cyclosporine 250mg",250 MG,73.681,20.000,,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.146,20.000,,,,,,,
J7518,Mycophenolic acid,180 MG,0.318,20.000,,,,,,,
J7519,Inj. mycophenolate mofetil,10 MG,0.366,20.000,,,,,,,
J7520,"Sirolimus, oral",1 MG,0.969,20.000,,,,,,,
J7521,Tacrolim granules oral susp,0.1 MG,1.318,9.745,,,,,,Inflation-adjusted coinsurance,
J7525,Tacrolimus injection,5 MG,262.449,20.000,,,,,,,
J7527,Oral everolimus,0.25 MG,1.176,20.000,,,,,,,
J7528,Mycophen mofetil for susp,100 MG,0.240,20.000,,,,,,Added January 2026,
J7601,Ensifentrine inh 3 mg,3 MG,52.117,19.960,,,,,,Inflation-adjusted coinsurance,
J7605,Arformoterol non-comp unit,15 mcg,0.715,20.000,,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,2.196,20.000,,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,8.455,20.000,,,,,,,
J7611,Albuterol non-comp con,1 MG,0.262,20.000,,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.384,20.000,,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.073,20.000,,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.083,20.000,,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.197,20.000,,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.049,20.000,,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.911,20.000,,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,55.158,20.000,,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.400,20.000,,,,,,,
J7674,"Methacholine chloride, neb",1 MG,1.898,20.000,,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.200,20.000,,,,,,,
J7682,Tobramycin non-comp unit,300 MG,12.470,20.000,,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,791.981,20.000,,,,,,,
J8501,Oral aprepitant,5 MG,2.770,20.000,,,,,,,
J8522,"Capecitabine, oral, 50 mg",50 MG,0.038,20.000,,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.819,20.000,,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.009,20.000,,,,,,,
J8560,Etoposide oral 50 mg,50 MG,86.790,20.000,,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.151,20.000,,,,,,,
J8611,Oral methotrexate (jylamvo),2.5 MG,18.641,20.000,,,,,,,
J8612,Oral methotrexate (xatmep),2.5 MG,22.433,20.000,,,,,,,
