Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective January 1, 2024 through March 31, 2024",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 3Q23 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J2329,"Inj ublituximab-xiiy, 1 mg",1 MG,67.663,20.000,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,59.751,20.000,,,,,,
J2353,"Octreotide injection, depot",1 MG,210.829,20.000,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,1.188,20.000,,,,,,
J2356,"Inj tezepelumab-ekko, 1mg",1 MG,18.587,20.000,,,,,,
J2357,Omalizumab injection,5 MG,39.459,20.000,,,,,,
J2358,Olanzapine long-acting inj,1 MG,2.917,20.000,,,,,,
J2359,"Inj. olanzapine, 0.5mg",0.5 MG,0.947,20.000,,,,,,
J2360,Orphenadrine injection,60 MG,9.705,20.000,,,,,,
J2372,"Inj, biorphen, 20 micrograms",20 MCG,0.177,20.000,,,,,,
J2401,Chloroprocaine hcl injection,1 MG,0.037,20.000,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.100,20.000,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,40.917,20.000,,,,,,
J2407,"Injection, oritavancin",10 MG,27.595,20.000,,,,,,
J2426,"Inj, invega sustenna, 1 mg",1 MG,14.318,20.000,,,,,,
J2427,"Inj, invega hafyera/trinza",1MG,12.210,20.000,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,8.874,20.000,,,,,,
J2469,Palonosetron hcl,25 MCG,0.845,20.000,,,,,,
J2501,Paricalcitol,1 MCG,0.665,20.000,,,,,,AMP-based payment limit
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,50.678,20.000,,,,,,
J2507,Pegloticase injection,1 MG,3371.076,20.000,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.771,20.000,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.177,20.000,,,,,,
J2545,Pentamidine non-comp unit,300 MG,52.220,20.000,,,,,,
J2550,Promethazine hcl injection,50 MG,3.590,20.000,,,,,,
J2560,Phenobarbital sodium inj,120 MG,31.432,20.000,,,,,,
J2562,Plerixafor injection,1 MG,172.883,20.000,,,,,,
J2597,Inj desmopressin acetate,1 MCG,6.328,20.000,,,,,,
J2598,"Inj, vasopressin, 1 unit",1 UNIT,1.815,20.000,,,,,,
J2599,Inj vasopressin (am reg) 1 u,1 UNIT,0.463,20.000,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,0.914,20.000,,,,,,
J2679,Inj fluphenazine hcl 1.25 mg,1.25 MG,7.545,20.000,,,,,,Added January 2024
J2680,Fluphenazine decanoate 25 mg,25 MG,9.150,20.000,,,,,,
J2690,Procainamide hcl injection,1 GM,146.317,20.000,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,1.048,20.000,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.128,20.000,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.658,20.000,,,,,,
J2724,Protein c concentrate,10 UNITS,15.070,20.000,,,,,,
J2760,Phentolaine mesylate inj,5 MG,446.797,20.000,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.094,20.000,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,36.092,20.000,,,,,,
J2778,Ranibizumab injection,0.1 mg,187.553,20.000,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,80.782,20.000,,,,,,
J2781,"Inj, pegcetacoplan, 1mg",1 MG,151.462,20.000,,,,,,
J2783,Rasburicase,0.5 MG,367.268,20.000,,,,,,
J2785,Regadenoson injection,0.1 MG,14.280,20.000,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.168,20.000,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),23.799,20.000,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),81.161,20.000,,,,,,
J2791,Rhophylac injection,100 IU,4.827,20.000,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,32.964,20.000,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,12.151,20.000,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.077,20.000,,,,,,
J2796,Romiplostim injection,10 MCG,96.027,20.000,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,11.624,20.000,,,,,,
J2799,"Inj, uzedy, 1 mg",1 MG,24.700,20.000,,,,,,Added January 2024
J2800,Methocarbamol injection,10 ML,5.656,20.000,,,,,,
J2805,Sincalide injection,5 MCG,133.099,20.000,,,,,,
J2820,Sargramostim injection,50 MCG,59.317,19.509,,,,,,Inflation-adjusted coinsurance
J2860,"Injection, siltuximab",10 MG,148.943,19.132,,,,,,Inflation-adjusted coinsurance
J2916,Na ferric gluconate complex,12.5 MG,2.374,20.000,,,,,,
J2920,Methylprednisolone injection,40 MG,4.188,20.000,,,,,,
J2930,Methylprednisolone injection,125 MG,5.882,20.000,,,,,,
J2997,Alteplase recombinant,1 MG,88.974,20.000,,,,,,
J3000,Streptomycin injection,1 GM,32.516,20.000,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.968,20.000,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,18.059,20.000,,,,,,
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,45.034,20.000,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.781,20.000,,,,,,
J3095,Telavancin injection,10 MG,7.048,20.000,,,,,,
J3101,Tenecteplase injection,1 MG,153.114,20.000,,,,,,
J3105,Terbutaline sulfate inj,1 MG,7.794,20.000,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,10.727,20.000,,,,,,
J3121,Inj testostero enanthate 1mg,1 MG,0.050,20.000,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,1.837,19.266,,,,,,AMP-based payment limit - Inflation-adjusted coinsurance
J3230,Chlorpromazine hcl injection,50 MG,29.786,20.000,,,,,,
J3240,Thyrotropin injection,0.9 MG,2021.170,20.000,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,327.998,20.000,,,,,,
J3243,Tigecycline injection,1 MG,0.736,20.000,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,140.655,20.000,,,,,,
J3246,Tirofiban hcl,0.25 MG,4.320,20.000,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,47.839,19.888,,,,,,Inflation-adjusted coinsurance
J3260,Tobramycin sulfate injection,80 MG,2.664,20.000,,,,,,
J3262,Tocilizumab injection,1 MG,6.120,20.000,,,,,,
J3285,Treprostinil injection,1 MG,56.383,20.000,,,,,,
J3299,Inj xipere 1 mg,1 MG,48.583,20.000,,,,,,
J3301,Triamcinolone acet inj nos,10 MG,0.946,20.000,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,17.541,20.000,,,,,,
J3315,Triptorelin pamoate,3.75 MG,413.585,20.000,,,,,,
J3357,"Ustekinumab sub cu inj, 1 mg",1 MG,153.955,20.000,,,,,,
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.619,20.000,,,,,,
J3360,Diazepam injection,5 MG,5.465,20.000,,,,,,
J3370,Vancomycin hcl injection,500 MG,2.307,20.000,,,,,,
J3371,"Inj, vancomycin hcl (mylan)",500 MG,5.974,20.000,,,,,,
J3372,"Inj, vancomycin hcl (xellia)",500 MG,6.578,9.021,,,,,,Inflation-adjusted coinsurance
J3380,"Injection, vedolizumab",1 MG,22.063,20.000,,,,,,
J3385,Velaglucerase alfa,100 UNITS,367.406,20.000,,,,,,
J3396,Verteporfin injection,0.1 MG,11.531,20.000,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,9.908,20.000,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,2.458,20.000,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,14.825,20.000,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.443,20.000,,,,,,
J3425,"Inj, hydroxocobalamin",10 MCG,0.005,20.000,,,,,,Added January 2024
J3430,Vitamin k phytonadione inj,1 MG,2.899,20.000,,,,,,
J3465,"Injection, voriconazole",10 MG,1.158,20.000,,,,,,
J3471,"Ovine, up to 999 usp units",1 UNIT,0.499,20.000,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.361,20.000,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.691,20.000,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.120,20.000,,,,,,
J3485,Zidovudine,10 MG,1.511,20.000,,,,,,
J3486,Ziprasidone mesylate,10 MG,9.755,20.000,,,,,,
J3489,Zoledronic acid 1mg,1 MG,7.213,20.000,,,,,,
J7030,Normal saline solution infus,1000 ML,2.691,20.000,,,,,,
J7040,Normal saline solution infus,500 ML,1.346,20.000,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.587,20.000,,,,,,
J7050,Normal saline solution infus,250 ML,0.673,20.000,,,,,,
J7060,5% dextrose/water,500 ML,1.931,20.000,,,,,,
J7070,D5w infusion,1000 CC,3.861,20.000,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.591,20.000,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,50.652,20.000,,,,,1,
J7175,"Inj, factor x, (human), 1iu",1 IU,9.112,20.000,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.100,20.000,,,,,1,
J7178,Inj human fibrinogen con nos,1 IU,1.382,20.000,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.823,20.000,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,9.676,20.000,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,17.133,20.000,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.339,20.000,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.296,20.000,,,,,1,
J7185,Xyntha inj,1 IU,1.294,20.000,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.202,20.000,,,,,1,
J7187,"Humate-p, inj",1 IU,1.348,20.000,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.221,20.000,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.428,20.000,,,,,1,
J7190,Factor viii,1 IU,1.027,20.000,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.512,20.000,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.322,20.000,,,,,1,
J7194,Factor ix complex,1 IU,1.606,20.000,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.751,20.000,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.871,18.100,,,,,,AMP-based payment limit - Inflation-adjusted coinsurance
J7198,Anti-inhibitor,1 IU,2.267,20.000,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.550,20.000,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.465,20.000,,,,,1,
J7202,Factor ix idelvion inj,1 IU,4.941,20.000,,,,,1,
J7203,Factor ix recomb gly rebinyn,1 IU,4.409,20.000,,,,,1,
J7204,Inj recombin esperoct per iu,1 IU,2.076,20.000,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.188,20.000,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,1.980,20.000,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.342,20.000,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.282,20.000,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.443,20.000,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.426,20.000,,,,,1,
J7212,Factor viia recomb sevenfact,1 MCG,2.029,20.000,,,,,1,
J7213,"Inj, ixinity, 1 i.u.",1 IU,1.815,20.000,,,,,1,
J7214,Altuviiio per factor viii iu,1 IU,4.379,20.000,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,392.319,20.000,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,299.050,20.000,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,205.612,20.000,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.947,20.000,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,528.999,20.000,,,,,,
J7318,"Inj, durolane 1 mg",1 MG,6.143,20.000,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,5.744,20.000,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,73.095,20.000,,,,,,
J7322,Hymovis injection 1 mg,1 MG,17.264,20.000,,,,,,
J7323,Euflexxa inj per dose,per dose,127.300,20.000,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,130.639,20.000,,,,,,
J7325,Synvisc or synvisc-one,1 MG,9.122,20.000,,,,,,
J7326,Gel-one,per dose,497.289,20.000,,,,,,
J7327,Monovisc inj per dose,PER DOSE,714.367,20.000,,,,,,
J7328,Gelsyn-3 injection 0.1 mg,0.1 MG,0.489,20.000,,,,,,
J7329,"Inj, trivisc 1 mg",1 MG,7.907,20.000,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,24.680,20.000,,,,,,
J7332,"Inj., triluron, 1 mg",1 MG,10.270,20.000,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.272,20.000,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,227.757,20.000,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.647,20.000,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,206.205,20.000,,,,,,
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,
J7500,Azathioprine oral 50mg,50 MG,4.559,20.000,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.264,20.000,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.733,19.812,,,,,,Inflation-adjusted coinsurance
J7504,Lymphocyte immune globulin,250 MG,3591.458,15.373,,,,,,Inflation-adjusted coinsurance
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.236,20.000,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.552,20.000,,,,,,
J7509,Methylprednisolone oral,4 MG,0.227,20.000,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.419,20.000,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,929.026,20.000,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.007,20.000,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.837,20.000,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.188,20.000,,,,,,
J7518,Mycophenolic acid,180 MG,0.628,20.000,,,,,,
J7519,Inj. mycophenolate mofetil,10 MG,0.727,20.000,,,,,,Added January 2024
J7520,"Sirolimus, oral",1 MG,2.672,20.000,,,,,,
J7525,Tacrolimus injection,5 MG,248.735,20.000,,,,,,
J7527,Oral everolimus,0.25 MG,2.751,20.000,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,2.316,20.000,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,4.101,20.000,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,6.825,20.000,,,,,,
J7611,Albuterol non-comp con,1 MG,0.149,20.000,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.308,20.000,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.040,20.000,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.045,20.000,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.173,20.000,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.006,20.000,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,1.031,20.000,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,52.077,20.000,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.323,20.000,,,,,,
J7674,"Methacholine chloride, neb",1 MG,0.860,20.000,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.187,20.000,,,,,,
J7682,Tobramycin non-comp unit,300 MG,21.794,20.000,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,730.320,20.000,,,,,,
J8501,Oral aprepitant,5 MG,4.225,20.000,,,,,,
J8520,"Capecitabine, oral, 150 mg",150 MG,0.245,20.000,,,,,,
J8521,"Capecitabine, oral, 500 mg",500 MG,0.574,20.000,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,0.618,20.000,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.083,20.000,,,,,,
J8560,Etoposide oral 50 mg,50 MG,76.610,20.000,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.267,20.000,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,410.058,18.035,,,,,,Inflation-adjusted coinsurance
J8670,"Rolapitant, oral, 1mg",1 MG,1.593,20.000,,,,,,
J8700,Temozolomide,5 MG,0.281,20.000,,,,,,
J8705,Topotecan oral,0.25 mg,113.491,20.000,,,,,,
J9000,Doxorubicin hcl injection,10 MG,3.279,20.000,,,,,,
J9017,Arsenic trioxide injection,1 MG,15.783,20.000,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,50.957,20.000,,,,,,
J9022,"Inj, atezolizumab,10 mg",10 MG,85.011,20.000,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,92.369,20.000,,,,,,
J9025,Azacitidine injection,1 MG,0.353,20.000,,,,,,
J9027,Clofarabine injection,1 MG,21.385,20.000,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,2.890,20.000,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,48.884,20.000,,,,,,
J9033,"Inj., treanda 1 mg",1 MG,9.191,20.000,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,14.756,20.000,,,,,,
J9035,Bevacizumab injection,10 MG,74.073,20.000,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,13.089,20.000,,,,,,
J9039,"Injection, blinatumomab",1 MCG,145.565,19.633,,,,,,Inflation-adjusted coinsurance
J9040,Bleomycin sulfate injection,15 UNITS,21.024,20.000,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,1.959,20.000,,,,,,
J9042,Brentuximab vedotin inj,1 MG,230.614,19.172,,,,,,Inflation-adjusted coinsurance
J9043,Cabazitaxel injection,1 MG,210.453,20.000,,,,,,
J9045,Carboplatin injection,50 MG,3.599,20.000,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,47.085,20.000,,,,,,
J9049,"Inj, bortezomib, hospira",0.1 MG,1.520,20.000,,,,,,
J9050,Carmustine injection,100 MG,271.465,20.000,,,,,,
J9052,"Inj, carmustine (accord)",100 MG,18.401,20.000,,,,,,Added January 2024
J9055,Cetuximab injection,10 MG,73.720,20.000,,,,,,
J9056,"Inj, bendamustine, 1 mg",1 MG,33.453,20.000,,,,,,
J9058,Inj apotex/bendamustine 1 mg,1 MG,20.778,20.000,,,,,,
J9059,"Inj bendamustine, baxter 1mg",1 MG,20.778,20.000,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,4.039,20.000,,,,,,
J9061,"Inj, amivantamab-vmjw",2 MG,19.975,20.000,,,,,,
J9063,"Inj, elahere, 1 mg",1 MG,65.710,20.000,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,15.773,20.000,,,,,,
J9070,Cyclophosphamide 100 mg inj,100 MG,20.501,20.000,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,1.791,20.000,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.973,20.000,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,72.883,20.000,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,27.461,20.000,,,,,,
J9120,Dactinomycin injection,0.5 MG,668.904,20.000,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,3.733,20.000,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,49.051,20.000,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,61.705,20.000,,,,,,
J9150,Daunorubicin injection,10 MG,35.671,20.000,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,231.764,20.000,,,,,,
J9155,Degarelix injection,1 MG,4.187,20.000,,,,,,
J9171,Docetaxel injection,1 MG,0.995,20.000,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,80.706,20.000,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,7.380,20.000,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,35.028,19.392,,,,,,Inflation-adjusted coinsurance
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.380,20.000,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,134.017,20.000,,,,,,
J9181,Etoposide injection,10 MG,0.993,20.000,,,,,,
J9185,Fludarabine phosphate inj,50 MG,173.969,20.000,,,,,,
J9190,Fluorouracil injection,500 MG,3.215,20.000,,,,,,
J9196,Inj gemcitabine hcl (accord),200 MG,8.775,10.588,,,,,,Inflation-adjusted coinsurance
J9198,"Inj. infugem, 100 mg",100 MG,40.280,20.000,,,,,,
J9200,Floxuridine injection,500 MG,3722.039,20.000,,,,,,
J9201,In gemcitabine hcl nos 200mg,200 MG,3.651,20.000,,,,,,
J9202,Goserelin acetate implant,3.6 MG,609.009,20.000,,,,,,
J9203,Gemtuzumab ozogamicin 0.1 mg,0.1 MG,226.280,20.000,,,,,,
J9204,"Inj mogamulizumab-kpkc, 1 mg",1 MG,234.165,20.000,,,,,,
J9205,Inj irinotecan liposome 1 mg,1 MG,62.020,20.000,,,,,,
J9206,Irinotecan injection,20 MG,1.945,20.000,,,,,,
J9207,Ixabepilone injection,1 MG,128.074,20.000,,,,,,
J9208,Ifosfamide injection,1 GM,26.752,20.000,,,,,,
J9209,Mesna injection,200 MG,1.372,20.000,,,,,,
J9210,"Inj., emapalumab-lzsg, 1 mg",1 MG,375.657,20.000,,,,,,
J9211,Idarubicin hcl injection,5 MG,42.930,20.000,,,,,,
J9217,Leuprolide acetate suspnsion,7.5 MG,181.302,20.000,,,,,,
J9218,Leuprolide acetate injeciton,1 MG,13.745,20.000,,,,,,
J9223,"Inj. lurbinectedin, 0.1 mg",0.1 MG,200.009,20.000,,,,,,
J9226,Supprelin la implant,50 MG,44575.935,20.000,,,,,,
J9227,Inj. isatuximab-irfc 10 mg,10 MG,76.497,20.000,,,,,,
J9228,Ipilimumab injection,1 MG,172.419,20.000,,,,,,
J9229,Inj inotuzumab ozogam 0.1 mg,0.1 MG,2580.145,20.000,,,,,,
J9245,Inj melpha hydroch nos 50 mg,50 MG,148.021,20.000,,,,,,
J9246,"Inj., evomela, 1 mg",1 MG,16.487,20.000,,,,,,
J9250,Methotrexate sodium inj,5 MG,0.307,20.000,,,,,,
J9259,Paclitaxel (american regent),1 MG,15.453,20.000,,,,,,
J9260,Methotrexate sodium inj,50 MG,3.033,20.000,,,,,,
J9261,Nelarabine injection,50 MG,110.982,20.000,,,,,,
J9262,"Inj, omacetaxine mep, 0.01mg",0.01 MG,3.960,19.536,,,,,,Inflation-adjusted coinsurance
J9263,Oxaliplatin,0.5 MG,0.071,20.000,,,,,,
J9264,Paclitaxel protein bound,1 MG,14.294,20.000,,,,,,
J9266,Pegaspargase injection,1 EA,25781.458,19.531,,,,,,Inflation-adjusted coinsurance
J9267,Paclitaxel injection,1 MG,0.108,20.000,,,,,,
J9268,Pentostatin injection,10 MG,2273.153,20.000,,,,,,
J9269,Inj. tagraxofusp-erzs 10 mcg,10 MCG,325.555,20.000,,,,,,
J9271,Inj pembrolizumab,1 MG,55.730,20.000,,,,,,
J9272,"Inj, dostarlimab-gxly, 10 mg",10 MG,233.258,20.000,,,,,,
J9273,"Inj tisotu vedotin-tftv, 1mg",1 MG,168.310,20.000,,,,,,
J9274,"Inj, tebentafusp-tebn, 1 mcg",1 MCG,208.926,20.000,,,,,,
J9280,Mitomycin injection,5 MG,63.348,20.000,,,,,,
J9281,Mitomycin instillation,1 MG,300.747,20.000,,,,,,
J9286,"Inj glofitamab gxbm, 2.5 mg",2.5 MG,2707.928,20.000,,,,,,Added January 2024
J9293,Mitoxantrone hydrochl / 5 mg,5 MG,43.578,20.000,,,,,,
J9294,"Inj pemetrexed, hospira 10mg",10 MG,10.554,20.000,,,,,,
J9295,"Injection, necitumumab, 1 mg",1 MG,5.737,20.000,,,,,,
J9297,Inj pemetrexed (sandoz) 10mg,10 MG,1.296,20.000,,,,,,
J9298,Inj nivol relatlimab 3mg/1mg,3 mg/1 mg,187.153,20.000,,,,,,
J9299,"Injection, nivolumab",1 MG,31.089,20.000,,,,,,
J9301,Obinutuzumab inj,10 MG,70.342,20.000,,,,,,
J9303,Panitumumab injection,10 MG,150.659,19.948,,,,,,Inflation-adjusted coinsurance
J9304,"Inj. pemetrexed, 10 mg",10 MG,62.318,20.000,,,,,,
J9305,Inj. pemetrexed nos 10mg,10 MG,4.371,20.000,,,,,,
J9306,"Injection, pertuzumab, 1 mg",1 MG,15.427,20.000,,,,,,
J9307,Pralatrexate injection,1 MG,289.141,20.000,,,,,,
J9308,"Injection, ramucirumab",5 MG,70.244,20.000,,,,,,
J9309,"Inj, polatuzumab vedotin 1mg",1 MG,124.289,20.000,,,,,,
J9311,"Inj rituximab, hyaluronidase",10 mg,37.405,20.000,,,,,,
J9312,"Inj., rituximab, 10 mg",10 MG,79.198,20.000,,,,,,
J9313,"Inj., lumoxiti, 0.01 mg",0.01 MG,23.394,20.000,,,,,,
J9316,"Pertuzu, trastuzu, 10 mg",10 MG,67.051,20.000,,,,,,
J9317,Sacituzumab govitecan-hziy,2.5 MG,34.077,20.000,,,,,,
J9319,Inj romidepsin lyophil 0.1mg,0.1 MG,31.961,20.000,,,,,,
J9321,Inj epcoritamab-bysp 0.16 mg,0.16 MG,53.797,20.000,,,,,,Added January 2024
J9323,Inj pemetrexed ditromethamin,10 MG,6.011,20.000,,,,,,Added January 2024
J9325,Inj talimogene laherparepvec,1 million PFU,66.587,19.837,,,,,,Inflation-adjusted coinsurance
J9328,Temozolomide injection,1 MG,10.403,20.000,,,,,,
J9330,Temsirolimus injection,1 MG,30.993,20.000,,,,,,
J9331,Inj sirolimus prot part 1 mg,1 MG,109.288,20.000,,,,,,
J9332,Inj efgartigimod 2mg,2 MG,32.080,20.000,,,,,,
J9340,Thiotepa injection,15 MG,251.205,20.000,,,,,,
J9345,"Inj, retifanlimab-dlwr, 1 mg",1 MG,29.834,20.000,,,,,,Added January 2024
J9347,"Inj, tremelimumab-actl, 1 mg",1 MG,136.093,20.000,,,,,,
J9348,"Inj. naxitamab-gqgk, 1 mg",1 MG,609.765,20.000,,,,,,
J9349,"Inj., tafasitamab-cxix",2 MG,13.596,20.000,,,,,,
J9350,"Inj mosunetuzumab-axgb, 1 mg",1 MG,629.635,20.000,,,,,,
J9351,Topotecan injection,0.1 MG,0.781,20.000,,,,,,
J9352,Injection trabectedin 0.1mg,0.1 MG,338.399,20.000,,,,,,
J9353,"Inj. margetuximab-cmkb, 5 mg",5 MG,47.051,20.000,,,,,,
J9354,"Inj, ado-trastuzumab emt 1mg",1 MG,38.368,20.000,,,,,,
J9355,Inj trastuzumab excl biosimi,10 MG,80.465,20.000,,,,,,
