Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective April 1, 2025 through June 30, 2025",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 4Q24 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J1938,"Inj, furosemide, 1 mg",1 MG,0.020,20.000,,,,,,Added April 2025
J1939,"Inj, bumetanide, 0.5 mg",0.5 MG,0.569,20.000,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,3.143,20.000,,,,,,
J1944,Aripiprazole lauroxil 1 mg,1 MG,3.259,20.000,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1670.296,18.892,,,,,,Inflation-adjusted coinsurance
J1951,Inj fensolvi 0.25 mg,0.25 MG,134.256,20.000,,,,,,
J1952,"Leuprolide inj, camcevi, 1mg",1 mg,52.378,20.000,,,,,,
J1953,Levetiracetam injection,10 MG,0.052,20.000,,,,,,
J1954,Leuprolide depot cipla 7.5mg,7.5 MG,220.743,20.000,,,,,,
J1955,Inj levocarnitine per 1 gm,1 GM,24.376,20.000,,,,,,
J1956,Levofloxacin injection,250 MG,1.025,20.000,,,,,,
J1961,"Inj, lenacapavir, 1 mg",1 MG,22.030,20.000,,,,,,
J2002,"Inj, lidocaine in d5w, 1 mg",1 MG,0.003,20.000,,,,,,
J2010,Lincomycin injection,300 MG,6.237,20.000,,,,,,
J2020,Linezolid injection,200 MG,3.472,20.000,,,,,,
J2021,"Inj, linezolid (hospira)",200 MG,6.338,20.000,,,,,,
J2060,Lorazepam injection,2 MG,1.565,20.000,,,,,,
J2150,Mannitol injection,50 ML,2.263,20.000,,,,,,
J2175,Meperidine hydrochl /100 mg,100 MG,10.136,20.000,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,30.540,20.000,,,,,,
J2183,Inj meropenem (wg crit care),100 MG,1.604,20.000,,,,,,
J2184,"Inj, meropenem (b. braun)",100 MG,2.085,9.480,,,,,,Inflation-adjusted coinsurance
J2185,Meropenem,100 MG,0.431,20.000,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,21.285,20.000,,,,,,
J2246,"Inj, micafungin (baxter)",1 MG,0.638,20.000,,,,,,Added April 2025
J2247,"Inj, micafungin (par pharm)",1 MG,0.305,20.000,,,,,,AMP-based payment limit
J2248,Micafungin sodium injection,1 MG,0.282,20.000,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.129,20.000,,,,,,
J2251,Inj midazolam in 0.9% nacl,1 MG,0.170,20.000,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.571,20.000,,,,,,
J2267,"Inj, mirikizumab-mrkz, 1 mg",1 MG,47.566,14.952,,,,,,Inflation-adjusted coinsurance
J2270,Morphine sulfate injection,10 MG,4.632,20.000,,,,,,
J2272,"Inj, morphine (fresenius)",10 MG,6.637,20.000,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,9.821,20.000,,,,,,
J2277,"Inj, motixafortide, 0.25 mg",0.25 MG,25.218,20.000,,,,,,
J2278,Ziconotide injection,1 MCG,9.698,20.000,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,8.574,20.000,,,,,,
J2281,Inj moxifloxacin (fres kabi),100 MG,7.103,20.000,,,,,,
J2300,Inj nalbuphine hydrochloride,10 MG,3.080,20.000,,,,,,
J2305,"Inj, nitroglycerin, 5 mg",5 MG,1.340,20.000,,,,,,
J2310,Inj naloxone hydrochloride,1 MG,9.213,20.000,,,,,,
J2311,"Inj, naloxone hcl (zimhi)",1 MG,1.495,20.000,,,,,,
J2315,"Naltrexone, depot form",1 MG,4.123,20.000,,,,,,
J2323,Natalizumab injection,1 MG,24.368,20.000,,,,,,
J2327,Inj risankizumab-rzaa 1 mg,1 MG,14.859,20.000,,,,,,
J2329,"Inj ublituximab-xiiy, 1 mg",1 MG,68.655,20.000,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,57.807,20.000,,,,,,
J2351,Inj ocrelizumab 1mg hya-ocsq,1 MG,45.187,20.000,,,,,,Added April 2025
J2353,"Octreotide injection, depot",1 MG,204.592,20.000,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.590,20.000,,,,,,
J2356,"Inj tezepelumab-ekko, 1mg",1 MG,17.767,20.000,,,,,,"""lesser of"" methodology applied"
J2357,Omalizumab injection,5 MG,40.117,20.000,,,,,,"""lesser of"" methodology applied"
J2358,Olanzapine long-acting inj,1 MG,2.917,20.000,,,,,,
J2359,"Inj. olanzapine, 0.5mg",0.5 MG,0.928,20.000,,,,,,
J2360,Orphenadrine injection,60 MG,12.328,20.000,,,,,,
J2371,Inj phenylephrine hcl 20 mcg,20 MCG,0.002,20.000,,,,,,Added April 2025
J2372,"Inj, biorphen, 20 micrograms",20 MCG,0.175,20.000,,,,,,
J2373,"Inj, immphentiv, 20 mcg",20 MCG,0.138,20.000,,,,,,
J2401,Chloroprocaine hcl injection,1 MG,0.039,20.000,,,,,,
J2403,"Chloroprocaine opht gel, 1mg",1 MG,0.604,20.000,,,,,,
J2404,"Inj, nicardipine 0.1 mg",0.1 MG,0.089,20.000,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.086,20.000,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,42.765,20.000,,,,,,
J2407,"Injection, oritavancin",10 MG,28.525,20.000,,,,,,
J2425,Palifermin injection,50 MCG,33.991,16.991,,,,,,Inflation-adjusted coinsurance
J2426,"Inj, invega sustenna, 1 mg",1 MG,14.739,20.000,,,,,,
J2427,"Inj, invega hafyera/trinza",1MG,12.672,20.000,,,,,,
J2430,Pamidronate disodium /30 mg,30 MG,13.876,20.000,,,,,,
J2468,"Inj, palonosetron (posfrea)",25 MCG,59.905,20.000,,,,,,Added April 2025
J2469,Palonosetron hcl,25 MCG,0.498,20.000,,,,,,AMP-based payment limit
J2501,Paricalcitol,1 MCG,0.808,20.000,,,,,,
J2502,"Inj, pasireotide long acting",1 MG,526.942,16.095,,,,,,Added April 2025 - Inflation-adjusted coinsurance
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,19.981,20.000,,,,,,
J2507,Pegloticase injection,1 MG,3565.318,19.634,,,,,,Inflation-adjusted coinsurance
J2508,Pegunigalsidase alfa-iwxj,1 MG,226.927,19.817,,,,,,Inflation-adjusted coinsurance
J2540,Penicillin g potassium inj,600000 UNITS,0.775,20.000,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.119,20.000,,,,,,
J2545,Pentamidine non-comp unit,300 MG,79.497,20.000,,,,,,
J2550,Promethazine hcl injection,50 MG,3.313,20.000,,,,,,
J2560,Phenobarbital sodium inj,120 MG,29.436,20.000,,,,,,
J2562,Plerixafor injection,1 MG,24.976,20.000,,,,,,
J2597,Inj desmopressin acetate,1 MCG,4.488,20.000,,,,,,
J2598,"Inj, vasopressin, 1 unit",1 UNIT,1.420,20.000,,,,,,
J2599,Inj vasopressin (am reg) 1 u,1 UNIT,1.332,20.000,,,,,,
J2601,"Inj, vasopressin (baxter)",1 UNIT,3.501,20.000,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,0.659,20.000,,,,,,
J2679,Inj fluphenazine hcl 1.25 mg,1.25 MG,7.148,20.000,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,8.828,20.000,,,,,,
J2690,Procainamide hcl injection,1 GM,284.337,20.000,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,0.636,20.000,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.093,20.000,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.398,20.000,,,,,,
J2724,Protein c concentrate,10 UNITS,15.024,20.000,,,,,,
J2760,Phentolaine mesylate inj,5 MG,449.299,20.000,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.125,20.000,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,34.722,20.000,,,,,,
J2778,Ranibizumab injection,0.1 mg,90.414,20.000,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,79.737,20.000,,,,,,
J2781,"Inj, pegcetacoplan, 1mg",1 MG,143.989,20.000,,,,,,
J2782,Inj avacincaptad pegol 0.1mg,0.1 MG,107.444,20.000,,,,,,
J2783,Rasburicase,0.5 MG,370.456,20.000,,,,,,
J2785,Regadenoson injection,0.1 MG,4.411,20.000,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.494,20.000,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),23.618,20.000,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),77.158,20.000,,,,,,
J2791,Rhophylac injection,100 IU,4.884,20.000,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,32.507,20.000,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,10.499,20.000,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.055,20.000,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,12.154,20.000,,,,,,
J2799,"Inj, uzedy, 1 mg",1 MG,24.622,20.000,,,,,,
J2800,Methocarbamol injection,10 ML,6.359,20.000,,,,,,
J2802,"Inj, romiplostim 1 microgram",1 MCG,10.516,18.888,,,,,,Inflation-adjusted coinsurance
J2804,"Inj, rifampin, 1 mg",1 MG,0.142,20.000,,,,,,Added April 2025
J2805,Sincalide injection,5 MCG,143.258,20.000,,,,,,
J2820,Sargramostim injection,50 MCG,59.883,19.955,,,,,,Inflation-adjusted coinsurance
J2860,"Injection, siltuximab",10 MG,163.366,18.012,,,,,,Inflation-adjusted coinsurance
J2865,Inj sulfameth/trim 5 mg/1 mg,5MG-1MG,0.056,20.000,,,,,,Added April 2025
J2916,Na ferric gluconate complex,12.5 MG,1.935,20.000,,,,,,
J2919,"Inj, methylpred sod succ 5mg",5 MG,0.251,20.000,,,,,,
J2997,Alteplase recombinant,1 MG,91.462,20.000,,,,,,
J3000,Streptomycin injection,1 GM,25.589,20.000,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,0.839,20.000,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,19.321,19.491,,,,,,Inflation-adjusted coinsurance
J3055,Inj talquetamab-tgvs 0.25 mg,0.25 MG,69.997,19.851,,,,,,Inflation-adjusted coinsurance
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,40.642,20.000,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.801,20.000,,,,,,
J3095,Telavancin injection,10 MG,7.090,20.000,,,,,,
J3101,Tenecteplase injection,1 MG,162.456,20.000,,,,,,
J3105,Terbutaline sulfate inj,1 MG,1.413,20.000,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,11.494,19.541,,,,,,Inflation-adjusted coinsurance
J3121,Inj testostero enanthate 1mg,1 MG,0.052,20.000,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,2.022,18.704,,,,,,Inflation-adjusted coinsurance
J3230,Chlorpromazine hcl injection,50 MG,29.038,20.000,,,,,,
J3240,Thyrotropin injection,0.9 MG,2078.711,20.000,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,352.563,20.000,,,,,,
J3243,Tigecycline injection,1 MG,0.302,20.000,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,131.462,20.000,,,,,,
J3246,Tirofiban hcl,0.25 MG,3.549,20.000,,,,,,
J3247,Inj secukinumab intrav 1mg,1 MG,17.728,20.000,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,50.038,20.000,,,,,,
J3260,Tobramycin sulfate injection,80 MG,1.595,20.000,,,,,,
J3262,Tocilizumab injection,1 MG,5.881,20.000,,,,,,
J3263,"Inj, toripalimab-tpzi, 1 mg",1 MG,39.096,20.000,,,,,,
J3285,Treprostinil injection,1 MG,56.834,20.000,,,,,,
J3299,Inj xipere 1 mg,1 MG,48.231,20.000,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,25.016,20.000,,,,,,Added April 2025
J3301,Triamcinolone acet inj nos,10 MG,0.870,20.000,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.007,20.000,,,,,,
J3315,Triptorelin pamoate,3.75 MG,471.625,20.000,,,,,,
J3316,"Inj., triptorelin xr 3.75 mg",3.75 MG,3506.041,20.000,,,,,,Added April 2025
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.808,20.000,,,,,,
J3360,Diazepam injection,5 MG,5.787,20.000,,,,,,
J3370,Vancomycin hcl injection,500 MG,1.949,20.000,,,,,,
J3371,"Inj, vancomycin hcl (mylan)",500 MG,6.309,20.000,,,,,,
J3372,"Inj, vancomycin hcl (xellia)",500 MG,6.544,20.000,,,,,,
J3380,Inj vedolizumab iv 1 mg,1 MG,21.162,20.000,,,,,,
J3385,Velaglucerase alfa,100 UNITS,374.360,20.000,,,,,,
J3396,Verteporfin injection,0.1 MG,11.519,20.000,,,,,,
J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,1016.669,20.000,,,,,,
J3410,Hydroxyzine hcl injection,25 MG,17.760,20.000,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,1.757,20.000,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,12.569,20.000,,,,,,
J3420,Vitamin b12 injection,1000 MCG,0.665,20.000,,,,,,
J3425,Hydroxocobalamin im 10mcg,10 MCG,0.008,20.000,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,2.445,20.000,,,,,,
J3465,"Injection, voriconazole",10 MG,1.061,20.000,,,,,,
J3470,Hyaluronidase injection,150 UNITS,32.168,20.000,,,,,,
J3471,"Ovine, up to 999 usp units",1 USP UNIT,0.499,20.000,,,,,,Added April 2025
J3473,Hyaluronidase recombinant,1 USP UNIT,0.364,20.000,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.494,20.000,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.207,20.000,,,,,,
J3485,Zidovudine,10 MG,1.513,20.000,,,,,,
J3486,Ziprasidone mesylate,10 MG,5.183,20.000,,,,,,
J3489,Zoledronic acid 1mg,1 MG,9.523,20.000,,,,,,
J7030,Normal saline solution infus,1000 CC,2.469,20.000,,,,,,
J7040,Normal saline solution infus,500 ML,1.235,20.000,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.254,20.000,,,,,,
J7050,Normal saline solution infus,250 CC,0.618,20.000,,,,,,
J7060,5% dextrose/water,500 ML,1.820,20.000,,,,,,
J7070,D5w infusion,1000 CC,3.641,20.000,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.303,20.000,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,51.984,20.000,,,,,1,
J7171,"Inj, adzynma, 10 iu",10 UNITS,34.516,20.000,,,,,,
J7175,"Inj, factor x, (human), 1iu",1 IU,9.533,20.000,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.101,20.000,,,,,1,
J7178,Inj human fibrinogen con nos,1 MG,1.484,20.000,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.831,20.000,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,10.477,20.000,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,17.336,20.000,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.397,20.000,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.279,20.000,,,,,1,
J7185,Xyntha inj,1 IU,1.490,20.000,,,,,1,
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.198,20.000,,,,,1,
J7187,"Humate-p, inj",1 IU,1.446,20.000,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.229,20.000,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.526,20.000,,,,,1,
J7190,Factor viii,1 IU,1.116,20.000,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.558,20.000,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.377,20.000,,,,,1,
J7194,Factor ix complex,1 IU,1.656,20.000,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.848,20.000,,,,,1,
J7197,Antithrombin iii injection,1 IU,3.943,20.000,,,,,,
J7198,Anti-inhibitor,1 IU,2.397,20.000,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.632,20.000,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.545,20.000,,,,,1,
J7202,Factor ix idelvion inj,1 IU,5.183,20.000,,,,,1,
J7203,Factor ix recomb gly rebinyn,1 IU,4.320,20.000,,,,,1,
J7204,Inj recombin esperoct per iu,1 IU,2.138,20.000,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.320,20.000,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,2.102,20.000,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.450,20.000,,,,,1,
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.193,20.000,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.514,20.000,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.486,20.000,,,,,1,
J7212,Factor viia recomb sevenfact,1 MCG,2.385,20.000,,,,,1,
J7213,"Inj, ixinity, 1 i.u.",1 IU,1.923,20.000,,,,,1,
J7214,Altuviiio per factor viii iu,1 IU,4.596,20.000,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,394.413,20.000,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,340.036,20.000,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,205.236,20.000,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,490.765,20.000,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,524.568,20.000,,,,,,
J7318,"Inj, durolane 1 mg",1 MG,6.931,20.000,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,6.314,20.000,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,73.960,20.000,,,,,,
J7322,Hymovis injection 1 mg,1 MG,17.503,20.000,,,,,,
J7323,Euflexxa inj per dose,per dose,128.709,20.000,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,125.299,20.000,,,,,,
J7325,Synvisc or synvisc-one,1 MG,9.252,20.000,,,,,,
J7326,Gel-one,per dose,538.480,20.000,,,,,,
J7327,Monovisc inj per dose,PER DOSE,663.641,20.000,,,,,,
J7328,Gelsyn-3 injection 0.1 mg,0.1 MG,0.592,20.000,,,,,,
J7329,"Inj, trivisc 1 mg",1 MG,5.586,20.000,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,8.431,20.000,,,,,,
J7332,"Inj., triluron, 1 mg",1 MG,10.281,20.000,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.377,20.000,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,235.772,20.000,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.783,20.000,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,209.907,20.000,,,,,,
J7354,"Cantharidin top, applicator",Per 3.2 mg single-use applicator,682.257,20.000,,,,,,
J7355,Inj travoprost intra impl,1 MCG,194.411,20.000,,,,,,Added April 2025
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,
J7500,Azathioprine oral 50mg,50 MG,1.014,20.000,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.023,20.000,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.805,19.642,,,,,,Inflation-adjusted coinsurance
J7504,Lymphocyte immune globulin,250 MG,4376.290,13.028,,,,,,Inflation-adjusted coinsurance
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.194,20.000,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.569,20.000,,,,,,
J7509,Methylprednisolone oral,4 MG,0.243,20.000,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.483,20.000,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,939.346,20.000,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.004,20.000,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.742,20.000,,,,,,
J7516,"Inj, cyclosporine 250mg",250 MG,71.401,20.000,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.154,20.000,,,,,,
J7518,Mycophenolic acid,180 MG,0.379,20.000,,,,,,
J7519,Inj. mycophenolate mofetil,10 MG,0.305,20.000,,,,,,
J7520,"Sirolimus, oral",1 MG,1.144,20.000,,,,,,
J7521,Tacrolim granules oral susp,0.1 MG,1.334,20.000,,,,,,Added April 2025
J7525,Tacrolimus injection,5 MG,255.058,20.000,,,,,,
J7527,Oral everolimus,0.25 MG,2.018,20.000,,,,,,
J7601,Ensifentrine inh 3 mg,3 MG,52.117,20.000,,,,,,Added April 2025
J7605,Arformoterol non-comp unit,15 mcg,0.686,20.000,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,1.699,20.000,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,8.437,20.000,,,,,,
J7611,Albuterol non-comp con,1 MG,0.176,20.000,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.283,20.000,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.077,20.000,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.087,20.000,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.194,20.000,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.193,20.000,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.293,20.000,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,53.588,20.000,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.362,20.000,,,,,,
J7674,"Methacholine chloride, neb",1 MG,1.631,20.000,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.195,20.000,,,,,,
J7682,Tobramycin non-comp unit,300 MG,14.803,20.000,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,760.395,20.000,,,,,,
J8501,Oral aprepitant,5 MG,3.042,20.000,,,,,,
J8522,"Capecitabine, oral, 50 mg",50 MG,0.065,20.000,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.139,20.000,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.059,20.000,,,,,,
J8560,Etoposide oral 50 mg,50 MG,76.456,20.000,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.201,20.000,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,409.009,18.671,,,,,,Inflation-adjusted coinsurance
J8670,"Rolapitant, oral, 1mg",1 MG,1.789,20.000,,,,,,
J8700,Temozolomide,5 MG,0.384,20.000,,,,,,
J8705,Topotecan oral,0.25 mg,124.900,20.000,,,,,,
J9000,Doxorubicin hcl injection,10 MG,3.153,20.000,,,,,,
J9017,Arsenic trioxide injection,1 MG,4.790,20.000,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,54.378,19.533,,,,,,Inflation-adjusted coinsurance
J9022,"Inj, atezolizumab,10 mg",10 MG,89.394,20.000,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,97.137,20.000,,,,,,
J9024,Inj atezolizumb 5mg hya-tqjs,5 MG,30.876,20.000,,,,,,Added April 2025
J9025,Azacitidine injection,1 MG,0.315,20.000,,,,,,
J9026,"Inj, tarlatamab-dlle, 1 mg",1 MG,1570.765,20.000,,,,,,Added April 2025
J9027,Clofarabine injection,1 MG,16.006,20.000,,,,,,
J9028,"Inj, nogapendekin pmln, 1mcg",1 MCG,94.581,20.000,,,,,,
J9029,"Instill adstiladrin, tx dose",PER THERAPEUTIC DOSE,63235.607,20.000,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,3.139,20.000,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,50.919,20.000,,,,,,
J9033,"Inj, bendamustine hcl, 1mg",1 MG,1.240,20.000,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,13.581,20.000,,,,,,
J9035,Bevacizumab injection,10 MG,72.728,20.000,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,14.196,20.000,,,,,,
J9039,"Injection, blinatumomab",1 MCG,152.276,19.380,,,,,,Inflation-adjusted coinsurance
J9040,Bleomycin sulfate injection,15 UNITS,21.556,20.000,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,2.498,20.000,,,,,,
J9042,Brentuximab vedotin inj,1 MG,248.930,18.340,,,,,,Inflation-adjusted coinsurance
J9043,Cabazitaxel injection,1 MG,221.705,20.000,,,,,,
J9045,Carboplatin injection,50 MG,2.930,20.000,,,,,,
J9047,"Injection, carfilzomib, 1 mg",1 MG,51.847,18.845,,,,,,Inflation-adjusted coinsurance
J9049,"Inj, bortezomib, hospira",0.1 MG,1.434,20.000,,,,,,
J9050,Carmustine injection,100 MG,145.597,20.000,,,,,,
J9055,Cetuximab injection,10 MG,77.524,20.000,,,,,,
J9056,"Inj, vivimusta, 1 mg",1 MG,27.243,20.000,,,,,,
J9060,Cisplatin 10 mg injection,10 MG,2.860,20.000,,,,,,
J9061,"Inj, amivantamab-vmjw",2 MG,21.507,19.252,,,,,,Inflation-adjusted coinsurance
J9063,"Inj, elahere, 1 mg",1 MG,68.074,20.000,,,,,,
J9065,Inj cladribine per 1 mg,1 MG,10.202,20.000,,,,,,
J9071,Inj cyclophosphamd auromedic,5 MG,0.869,20.000,,,,,,AMP-based payment limit
J9072,Inj cyclophos avyxa 5mg,5 MG,9.053,20.000,,,,,,Added April 2025
J9073,Inj cyclophos dr reddys 5 mg,5 MG,1.762,20.000,,,,,,
J9074,"Inj, cyclophosphamd, sandoz",5 MG,4.344,20.000,,,,,,
J9075,"Inj, cyclophosphamide, nos",5 MG,0.799,20.000,,,,,,
J9100,Cytarabine hcl 100 mg inj,100 MG,0.813,20.000,,,,,,
J9118,Inj. calaspargase pegol-mknl,10 UNIT,76.527,20.000,,,,,,
J9119,"Inj., cemiplimab-rwlc, 1 mg",1 MG,28.921,20.000,,,,,,
J9120,Dactinomycin injection,0.5 MG,288.796,20.000,,,,,,
J9130,Dacarbazine 100 mg inj,100 MG,4.503,20.000,,,,,,
J9144,"Daratumumab, hyaluronidase",10 MG,52.992,20.000,,,,,,
J9145,"Injection, daratumumab 10 mg",10 MG,67.625,20.000,,,,,,
J9150,Daunorubicin injection,10 MG,26.397,20.000,,,,,,
J9153,"Inj daunorubicin, cytarabine",1 MG/2.27 MG,249.021,19.656,,,,,,Inflation-adjusted coinsurance
J9155,Degarelix injection,1 MG,4.357,20.000,,,,,,
J9171,Docetaxel injection,1 MG,0.611,20.000,,,,,,
J9172,"Docetaxel (docivyx), 1 mg",1 MG,51.620,20.000,,,,,,
J9173,"Inj., durvalumab, 10 mg",10 MG,83.868,20.000,,,,,,
J9176,"Injection, elotuzumab, 1mg",1 MG,7.732,20.000,,,,,,
J9177,Inj enfort vedo-ejfv 0.25mg,0.25 MG,36.642,19.143,,,,,,Inflation-adjusted coinsurance
J9178,"Inj, epirubicin hcl, 2 mg",2 MG,1.616,20.000,,,,,,
J9179,Eribulin mesylate injection,0.1 MG,118.749,20.000,,,,,,
J9181,Etoposide injection,10 MG,1.067,20.000,,,,,,
J9185,Fludarabine phosphate inj,50 MG,59.529,20.000,,,,,,
