Payment Allowance Limits for Medicare Part B Drugs,,,,,,,,,,
,,,,,,,,,,
"Effective October 1, 2025 through December 31, 2025",,,,,,,,,,
,,,,,,,,,,
Note 1: Payment allowance limits subject to the ASP methodology are based on 2Q25 ASP data.,,,,,,,,,,
Note 2: The absence or presence of a HCPCS code and the payment allowance limits in this table does not indicate whether Medicare covers a drug.  These determinations shall be made by the local Medicare contractor processing the claim.,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
HCPCS Code,Short Description,HCPCS Code Dosage,Payment Limit,Co-insurance Percentage,Vaccine AWP%,Vaccine Limit,Blood AWP%,Blood limit,Clotting Factor,Notes
J1749,"Inj, iloprost, 0.1 mcg",0.1 MCG,5.713,20.000,,,,,,
J1750,Inj iron dextran,50 MG,18.106,20.000,,,,,,
J1756,Iron sucrose injection,1 MG,0.229,20.000,,,,,,
J1786,Imuglucerase injection,10 UNITS,43.191,20.000,,,,,,
J1790,Droperidol injection,up to 5 MG,7.632,20.000,,,,,,
J1805,"Inj, esmolol hcl, 10mg",10 MG,0.218,20.000,,,,,,
J1806,Inj esmolol hcl wg crit care,10 MG,0.437,20.000,,,,,,
J1808,"Inj, folic acid, 0.1 mg",0.1 MG,0.062,20.000,,,,,,
J1809,"Inj, fosdenopterin, 0.1mg",0.1 MG,16.971,20.000,,,,,,Added October 2025
J1811,Fiasp for insulin pump use,50 UNITS,8.255,20.000,,,,,,
J1813,Lyumjev for insulin pump use,50 UNITS,15.123,20.000,,,,,,
J1817,Insulin for insulin pump use,50 UNITS,3.187,20.000,,,,,,
J1823,"Inj. inebilizumab-cdon, 1 mg",1 MG,495.545,20.000,,,,,,
J1836,"Inj, metronidazole, 10 mg",10 MG,0.027,20.000,,,,,,
J1885,Ketorolac tromethamine inj,15 MG,0.303,20.000,,,,,,
J1920,"Inj, labetalol hcl, 5mg",5 MG,0.342,20.000,,,,,,
J1921,"Inj labetalol hcl hikma, 5mg",5 MG,1.382,20.000,,,,,,
J1930,Lanreotide injection,1 MG,34.046,20.000,,,,,,
J1931,Laronidase injection,0.1 MG,39.869,20.000,,,,,,
J1932,"Inj, lanreotide, (cipla) 1mg",1 MG,29.844,20.000,,,,,,
J1938,"Inj, furosemide, 1 mg",1 MG,0.018,20.000,,,,,,
J1939,"Inj, bumetanide, 0.5 mg",0.5 MG,0.367,20.000,,,,,,
J1943,"Inj., aristada initio, 1 mg",1 MG,3.245,20.000,,,,,,
J1944,Aripiprazole lauroxil 1 mg,1 MG,3.345,20.000,,,,,,
J1950,Leuprolide acetate /3.75 mg,3.75 MG,1730.324,18.534,,,,,,Inflation-adjusted coinsurance
J1951,Inj fensolvi 0.25 mg,0.25 MG,140.990,20.000,,,,,,
J1952,"Leuprolide inj, camcevi, 1mg",1 mg,78.916,20.000,,,,,,
J1953,Levetiracetam injection,10 MG,0.040,20.000,,,,,,
J1954,Inj leu acet lutr dpt 7.5 mg,7.5 MG,706.667,16.148,,,,,,Inflation-adjusted coinsurance
J1955,Inj levocarnitine per 1 gm,1 GM,23.607,20.000,,,,,,
J1956,Levofloxacin injection,250 MG,2.538,20.000,,,,,,
J1961,Inj lenacapavir (hiv tx) 1mg,1 MG,22.153,20.000,,,,,,
J2002,"Inj, lidocaine in d5w, 1 mg",1 MG,0.003,20.000,,,,,,
J2010,Lincomycin injection,300 MG,4.498,20.000,,,,,,
J2020,Linezolid injection,200 MG,3.571,20.000,,,,,,
J2021,"Inj, linezolid (hospira)",200 MG,6.338,20.000,,,,,,
J2060,Lorazepam injection,2 MG,1.377,20.000,,,,,,
J2151,"Inj, mannitol, 250 mg",250 MG,0.061,20.000,,,,,,Added October 2025
J2175,Meperidine hydrochl /100 mg,100 MG,15.694,20.000,,,,,,
J2182,"Injection, mepolizumab, 1mg",1 MG,31.270,20.000,,,,,,
J2183,Inj meropenem (wg crit care),100 MG,1.620,20.000,,,,,,
J2184,"Inj, meropenem (b. braun)",100 MG,2.070,9.704,,,,,,Inflation-adjusted coinsurance
J2185,Meropenem,100 MG,0.421,20.000,,,,,,
J2210,Methylergonovin maleate inj,0.2 MG,20.716,20.000,,,,,,
J2246,"Inj, micafungin (baxter)",1 MG,0.489,20.000,,,,,,
J2247,"Inj, micafungin (par pharm)",1 MG,0.371,20.000,,,,,,
J2248,Micafungin sodium injection,1 MG,0.256,20.000,,,,,,
J2250,Inj midazolam hydrochloride,1 MG,0.154,20.000,,,,,,
J2251,Inj midazolam in 0.9% nacl,1 MG,0.204,20.000,,,,,,
J2260,Inj milrinone lactate / 5 mg,5 MG,1.454,20.000,,,,,,
J2267,"Inj, mirikizumab-mrkz, 1 mg",1 MG,43.048,16.789,,,,,,Inflation-adjusted coinsurance
J2270,Morphine sulfate injection,10 MG,2.182,20.000,,,,,,
J2272,"Inj, morphine (fresenius)",10 MG,8.747,20.000,,,,,,
J2274,Inj morphine pf epid ithc,10 MG,12.055,20.000,,,,,,
J2277,"Inj, motixafortide, 0.25 mg",0.25 MG,25.218,20.000,,,,,,
J2278,Ziconotide injection,1 MCG,10.140,20.000,,,,,,
J2280,"Inj, moxifloxacin 100 mg",100 MG,9.015,20.000,,,,,,
J2281,Inj moxifloxacin (fres kabi),100 MG,7.412,20.000,,,,,,
J2290,"Inj, nafcillin sodium, 20 mg",20 MG,0.054,20.000,,,,,,
J2291,"Inj, nafcillin (baxter) 20mg",20 MG,0.150,20.000,,,,,,Added October 2025
J2300,Inj nalbuphine hydrochloride,10 MG,3.704,20.000,,,,,,
J2305,"Inj, nitroglycerin, 5 mg",5 MG,1.487,20.000,,,,,,
J2312,"Inj naloxone hcl nos, 0.01mg",0.01 MG,0.075,20.000,,,,,,
J2313,"Inj, naloxone (zimhi) 0.01mg",0.01 MG,0.015,20.000,,,,,,
J2315,"Naltrexone, depot form",1 MG,4.240,19.876,,,,,,Inflation-adjusted coinsurance
J2323,Natalizumab injection,1 MG,23.996,20.000,,,,,,
J2327,Inj risankizumab-rzaa 1 mg,1 MG,14.941,20.000,,,,,,
J2329,"Inj ublituximab-xiiy, 1 mg",1 MG,70.753,20.000,,,,,,
J2350,"Injection, ocrelizumab, 1 mg",1 MG,59.414,20.000,,,,,,
J2351,Inj ocrelizumab 1mg hya-ocsq,1 MG,47.233,20.000,,,,,,
J2353,"Octreotide injection, depot",1 MG,203.583,20.000,,,,,,
J2354,"Octreotide inj, non-depot",25 MCG,0.610,20.000,,,,,,
J2356,"Inj tezepelumab-ekko, 1mg",1 MG,18.009,20.000,,,,,,"""lesser of"" methodology applied"
J2357,Omalizumab injection,5 MG,44.596,20.000,,,,,,"""lesser of"" methodology applied"
J2358,Olanzapine long-acting inj,1 MG,2.917,20.000,,,,,,
J2359,"Inj. olanzapine, 0.5mg",0.5 MG,0.872,20.000,,,,,,
J2360,Orphenadrine injection,60 MG,11.186,20.000,,,,,,
J2371,Inj phenylephrine hcl 20 mcg,20 MCG,0.002,20.000,,,,,,
J2372,"Inj, biorphen, 20 micrograms",20 MCG,0.166,20.000,,,,,,
J2373,"Inj, immphentiv, 20 mcg",20 MCG,0.141,20.000,,,,,,
J2401,Chloroprocaine hcl injection,1 MG,0.040,20.000,,,,,,
J2403,"Chloroprocaine opht gel, 1mg",1 MG,0.583,20.000,,,,,,
J2404,"Inj, nicardipine 0.1 mg",0.1 MG,0.073,20.000,,,,,,
J2405,Ondansetron hcl injection,1 MG,0.091,20.000,,,,,,
J2406,"Injection, oritavancin 10 mg",10 MG,42.478,20.000,,,,,,
J2407,"Injection, oritavancin",10 MG,28.680,20.000,,,,,,
J2425,Palifermin injection,50 MCG,35.553,16.509,,,,,,Inflation-adjusted coinsurance
J2426,"Inj, invega sustenna, 1 mg",1 MG,15.111,20.000,,,,,,
J2427,"Inj, invega hafyera/trinza",1MG,12.996,20.000,,,,,,
J2428,"Inj, erzofri, 1 mg",1 MG,16.764,20.000,,,,,,Added October 2025
J2430,Pamidronate disodium /30 mg,30 MG,9.643,20.000,,,,,,
J2468,"Inj, palonosetron (posfrea)",25 MCG,58.236,20.000,,,,,,
J2469,Palonosetron hcl,25 MCG,0.356,20.000,,,,,,AMP-based payment limit
J2501,Paricalcitol,1 MCG,0.947,20.000,,,,,,
J2502,"Inj, pasireotide long acting",1 MG,572.960,15.043,,,,,,Inflation-adjusted coinsurance
J2506,Inj pegfilgrast ex bio 0.5mg,0.5 MG,89.344,20.000,,,,,,
J2507,Pegloticase injection,1 MG,3660.834,19.433,,,,,,Inflation-adjusted coinsurance
J2508,Pegunigalsidase alfa-iwxj,1 MG,228.155,20.000,,,,,,
J2540,Penicillin g potassium inj,600000 UNITS,0.794,20.000,,,,,,
J2543,Piperacillin/tazobactam,1.125 GM,1.071,20.000,,,,,,
J2545,Pentamidine non-comp unit,300 MG,69.728,20.000,,,,,,
J2550,Promethazine hcl injection,50 MG,2.952,20.000,,,,,,
J2560,Phenobarbital sodium inj,120 MG,30.166,20.000,,,,,,
J2562,Plerixafor injection,1 MG,25.331,20.000,,,,,,
J2597,Inj desmopressin acetate,1 MCG,3.524,20.000,,,,,,
J2598,"Inj, vasopressin, 1 unit",1 UNIT,0.926,20.000,,,,,,
J2599,Inj vasopressin (am reg) 1 u,1 UNIT,0.609,20.000,,,,,,
J2601,"Inj, vasopressin (baxter)",1 UNIT,2.008,20.000,,,,,,
J2675,Inj progesterone per 50 mg,50 MG,0.702,20.000,,,,,,
J2679,Inj fluphenazine hcl 1.25 mg,1.25 MG,7.336,20.000,,,,,,
J2680,Fluphenazine decanoate 25 mg,25 MG,7.305,20.000,,,,,,
J2690,Procainamide hcl injection,1 GM,294.691,20.000,,,,,,
J2700,Oxacillin sodium injeciton,250 MG,0.787,20.000,,,,,,
J2704,"Inj, propofol, 10 mg",10 MG,0.090,20.000,,,,,,
J2720,Inj protamine sulfate/10 mg,10 MG,1.745,20.000,,,,,,
J2724,Protein c concentrate,10 UNITS,15.041,20.000,,,,,,
J2760,Phentolaine mesylate inj,5 MG,432.022,20.000,,,,,,
J2765,Metoclopramide hcl injection,10 MG,1.085,20.000,,,,,,
J2777,"Inj, faricimab-svoa, 0.1mg",0.1 MG,33.877,20.000,,,,,,
J2778,Ranibizumab injection,0.1 mg,86.384,20.000,,,,,,
J2779,"Inj, susvimo 0.1 mg",0.1 MG,78.934,20.000,,,,,,
J2781,"Inj, pegcetacoplan, 1mg",1 MG,139.181,20.000,,,,,,
J2782,Inj avacincaptad pegol 0.1mg,0.1 MG,105.124,20.000,,,,,,
J2783,Rasburicase,0.5 MG,377.521,20.000,,,,,,
J2785,Regadenoson injection,0.1 MG,3.018,20.000,,,,,,
J2786,"Injection, reslizumab, 1mg",1 MG,10.951,20.000,,,,,,
J2788,Rho d immune globulin 50 mcg,50 MCG (250 IU),25.591,20.000,,,,,,
J2790,Rho d immune globulin inj,300 MCG (1500 IU),82.575,20.000,,,,,,
J2791,Rhophylac injection,100 IU,4.855,20.000,,,,,,
J2792,"Rho(d) immune globulin h, sd",100 IU,25.457,20.000,,,,,,
J2794,"Inj risperdal consta, 0.5 mg",0.5 MG,10.978,20.000,,,,,,
J2795,Ropivacaine hcl injection,1 MG,0.046,20.000,,,,,,
J2798,"Inj., perseris, 0.5 mg",0.5 mg,12.141,20.000,,,,,,
J2799,"Inj, uzedy, 1 mg",1 MG,25.038,20.000,,,,,,
J2800,Methocarbamol injection,10 ML,4.787,20.000,,,,,,
J2802,"Inj, romiplostim 1 microgram",1 MCG,11.013,18.328,,,,,,Inflation-adjusted coinsurance
J2804,"Inj, rifampin, 1 mg",1 MG,0.142,20.000,,,,,,
J2805,Sincalide injection,5 MCG,123.362,20.000,,,,,,
J2820,Sargramostim injection,50 MCG,50.365,20.000,,,,,,
J2860,"Injection, siltuximab",10 MG,165.831,18.032,,,,,,Inflation-adjusted coinsurance
J2865,Inj sulfameth/trim 5 mg/1 mg,5MG-1MG,0.046,20.000,,,,,,AMP-based payment limit
J2916,Na ferric gluconate complex,12.5 MG,2.023,20.000,,,,,,
J2919,"Inj, methylpred sod succ 5mg",5 MG,0.210,20.000,,,,,,
J2997,Alteplase recombinant,1 MG,94.447,20.000,,,,,,
J3000,Streptomycin injection,1 GM,36.687,20.000,,,,,,
J3010,Fentanyl citrate injection,0.1 MG,1.098,20.000,,,,,,
J3032,Inj. eptinezumab-jjmr 1 mg,1 MG,19.974,19.160,,,,,,Inflation-adjusted coinsurance
J3055,Inj talquetamab-tgvs 0.25 mg,0.25 MG,72.618,19.445,,,,,,Inflation-adjusted coinsurance
J3060,"Inj, taliglucerase alfa 10 u",10 UNITS,41.110,20.000,,,,,,
J3090,Inj tedizolid phosphate,1 MG,1.964,19.782,,,,,,Inflation-adjusted coinsurance
J3095,Telavancin injection,10 MG,7.113,20.000,,,,,,
J3101,Tenecteplase injection,1 MG,172.221,19.199,,,,,,Inflation-adjusted coinsurance
J3105,Terbutaline sulfate inj,1 MG,7.391,20.000,,,,,,
J3111,Inj. romosozumab-aqqg 1 mg,1 MG,12.070,18.911,,,,,,Inflation-adjusted coinsurance
J3121,Inj testostero enanthate 1mg,1 MG,0.052,20.000,,,,,,
J3145,Testosterone undecanoate 1mg,1 MG,2.069,18.576,,,,,,Inflation-adjusted coinsurance
J3230,Chlorpromazine hcl injection,50 MG,25.268,20.000,,,,,,
J3240,Thyrotropin injection,0.9 MG,2116.323,20.000,,,,,,
J3241,Inj. teprotumumab-trbw 10 mg,10 MG,359.192,20.000,,,,,,
J3243,Tigecycline injection,1 MG,0.385,20.000,,,,,,
J3245,"Inj., tildrakizumab, 1 mg",1 MG,127.453,20.000,,,,,,
J3246,Tirofiban hcl,0.25 MG,3.478,20.000,,,,,,
J3247,Inj secukinumab intrav 1mg,1 MG,17.843,20.000,,,,,,
J3250,Trimethobenzamide hcl inj,200 MG,57.506,20.000,,,,,,
J3260,Tobramycin sulfate injection,80 MG,2.373,20.000,,,,,,
J3262,Tocilizumab injection,1 MG,5.708,20.000,,,,,,
J3263,"Inj, toripalimab-tpzi, 1 mg",1 MG,39.409,20.000,,,,,,
J3285,Treprostinil injection,1 MG,54.707,20.000,,,,,,
J3299,Inj xipere 1 mg,1 MG,47.973,20.000,,,,,,
J3300,Triamcinolone a inj prs-free,1 MG,24.498,3.892,,,,,,Inflation-adjusted coinsurance
J3301,Triamcinolone acet inj nos,10 MG,0.844,20.000,,,,,,
J3304,Inj triamcinolone ace xr 1mg,1 MG,18.297,20.000,,,,,,
J3315,Triptorelin pamoate,3.75 MG,474.838,20.000,,,,,,
J3316,"Inj., triptorelin xr 3.75 mg",3.75 MG,3817.277,19.559,,,,,,Inflation-adjusted coinsurance
J3358,"Ustekinumab, iv inject, 1 mg",1 MG,12.993,20.000,,,,,,
J3360,Diazepam injection,5 MG,7.348,20.000,,,,,,
J3373,"Inj, vancomycin hcl, 10 mg",10 MG,0.030,20.000,,,,,,
J3374,"Inj, vancomycin (mylan) 10mg",10 MG,0.115,20.000,,,,,,
J3375,Inj vancomycin (xellia) 10mg,10 MG,0.139,20.000,,,,,,
J3380,Inj vedolizumab iv 1 mg,1 MG,21.311,20.000,,,,,,
J3385,Velaglucerase alfa,100 UNITS,381.360,20.000,,,,,,
J3396,Verteporfin injection,0.1 MG,11.538,20.000,,,,,,
J3401,"Vyjuvek 5x10^9pfu/ml, 0.1 ml",0.1 ML,1025.436,20.000,,,,,,
J3402,Inj. remestemcel-l-rknd/ td,Per Therapeutic Dose,205640.000,20.000,,,,,,Added October 2025
J3410,Hydroxyzine hcl injection,25 MG,15.297,20.000,,,,,,
J3411,Thiamine hcl 100 mg,100 MG,1.817,20.000,,,,,,
J3415,Pyridoxine hcl 100 mg,100 MG,6.046,20.000,,,,,,
J3420,Vitamin b12 injection,1000 MCG,1.005,20.000,,,,,,
J3425,Hydroxocobalamin im 10mcg,10 MCG,0.008,20.000,,,,,,
J3430,Vitamin k phytonadione inj,1 MG,2.727,20.000,,,,,,
J3465,"Injection, voriconazole",10 MG,0.774,20.000,,,,,,
J3470,Hyaluronidase injection,150 UNITS,32.218,20.000,,,,,,
J3471,"Ovine, up to 999 usp units",1 USP UNIT,0.499,20.000,,,,,,
J3473,Hyaluronidase recombinant,1 USP UNIT,0.362,20.000,,,,,,
J3475,Inj magnesium sulfate,500 MG,0.481,20.000,,,,,,
J3480,Inj potassium chloride,2 MEQ,0.112,20.000,,,,,,
J3485,Zidovudine,10 MG,1.513,20.000,,,,,,
J3486,Ziprasidone mesylate,10 MG,6.826,20.000,,,,,,
J3489,Zoledronic acid 1mg,1 MG,5.056,20.000,,,,,,
J7030,Normal saline solution infus,1000 CC,1.949,20.000,,,,,,
J7040,Normal saline solution infus,500 ML,1.260,20.000,,,,,,
J7042,5% dextrose/normal saline,500 ML,1.414,20.000,,,,,,
J7050,Normal saline solution infus,250 CC,0.649,20.000,,,,,,
J7060,5% dextrose/water,500 ML,1.808,20.000,,,,,,
J7070,D5w infusion,1000 CC,3.113,20.000,,,,,,
J7120,Ringers lactate infusion,1000 CC,2.409,20.000,,,,,,
J7170,"Inj., emicizumab-kxwh 0.5 mg",0.5 MG,56.101,20.000,,,,,1,
J7171,"Inj, adzynma, 10 iu",10 UNITS,35.587,20.000,,,,,,
J7172,"Inj marstacim-hncq, 0.5 mg",0.5 MG,51.097,20.000,,,,,1,
J7173,"Inj. concizumab-mtci, 0.5 mg",0.5 MG,86.405,20.000,,,,,1,Added October 2025
J7175,"Inj, factor x, (human), 1iu",1 IU,9.775,20.000,,,,,1,
J7177,"Inj., fibryga, 1 mg",1 MG,1.225,20.000,,,,,1,
J7178,Inj human fibrinogen con nos,1 MG,1.519,20.000,,,,,1,
J7179,Vonvendi inj 1 iu vwf:rco,1 IU,1.852,20.000,,,,,1,
J7180,Factor xiii anti-hem factor,1 IU,10.756,20.000,,,,,1,
J7181,Factor xiii recomb a-subunit,1 IU,18.156,20.000,,,,,1,
J7182,Factor viii recomb novoeight,1 IU,1.539,20.000,,,,,1,
J7183,Wilate injection,1 I.U. VWF:RCO,1.287,20.000,,,,,1,
J7185,Xyntha inj,1 IU,1.673,19.499,,,,,1,Inflation-adjusted coinsurance
J7186,Antihemophilic viii/vwf comp,PER FACTOR VIII IU,1.245,20.000,,,,,1,
J7187,"Humate-p, inj",1 IU,1.491,20.000,,,,,1,
J7188,Factor viii recomb obizur,1 IU,3.227,20.000,,,,,1,
J7189,Factor viia recomb novoseven,1 MCG,2.655,20.000,,,,,1,
J7190,Factor viii,1 IU,1.085,20.000,,,,,1,
J7192,Factor viii recombinant nos,1 IU,1.613,20.000,,,,,1,
J7193,Factor ix non-recombinant,1 IU,1.397,20.000,,,,,1,
J7194,Factor ix complex,1 IU,1.697,20.000,,,,,1,
J7195,Factor ix recombinant nos,1 IU,1.849,20.000,,,,,1,
J7197,Antithrombin iii injection,1 IU,4.104,19.776,,,,,,Inflation-adjusted coinsurance
J7198,Anti-inhibitor,1 IU,2.413,20.000,,,,,1,
J7200,Factor ix recombinan rixubis,1 IU,1.690,20.000,,,,,1,
J7201,Factor ix alprolix recomb,1 IU,3.594,20.000,,,,,1,
J7202,Factor ix idelvion inj,1 IU,5.320,20.000,,,,,1,
J7203,Factor ix recomb gly rebinyn,1 IU,4.462,20.000,,,,,1,
J7204,Inj recombin esperoct per iu,1 IU,2.223,20.000,,,,,1,
J7205,Factor viii fc fusion recomb,1 IU,2.426,20.000,,,,,1,
J7207,Factor viii pegylated recomb,1 IU,2.097,20.000,,,,,1,
J7208,Inj. jivi 1 iu,1 IU,2.646,19.429,,,,,1,Inflation-adjusted coinsurance
J7209,Factor viii nuwiq recomb 1iu,1 IU,1.117,20.000,,,,,1,
J7210,"Inj, afstyla, 1 i.u.",1 IU,1.572,20.000,,,,,1,
J7211,"Inj, kovaltry, 1 i.u.",1 IU,1.566,19.923,,,,,1,Inflation-adjusted coinsurance
J7212,Factor viia recomb sevenfact,1 MCG,2.370,20.000,,,,,1,
J7213,"Inj, ixinity, 1 i.u.",1 IU,1.913,20.000,,,,,1,
J7214,Altuviiio per factor viii iu,1 IU,4.663,20.000,,,,,1,
J7308,Aminolevulinic acid hcl top,354 MG,392.090,20.000,,,,,,
J7311,"Inj., retisert, 0.01 mg",0.01 MG,340.313,20.000,,,,,,
J7312,Dexamethasone intra implant,0.1 MG,204.611,20.000,,,,,,
J7313,"Inj., iluvien, 0.01 mg",0.01 MG,498.135,20.000,,,,,,
J7314,"Inj., yutiq, 0.01 mg",0.01 MG,529.889,20.000,,,,,,
J7318,"Inj, durolane 1 mg",1 MG,6.773,20.000,,,,,,
J7320,"Genvisc 850, inj, 1mg",1 MG,5.773,20.000,,,,,,
J7321,Hyalgan supartz visco-3 dose,per dose,71.523,20.000,,,,,,
J7322,Hymovis injection 1 mg,1 MG,17.618,20.000,,,,,,
J7323,Euflexxa inj per dose,per dose,112.454,20.000,,,,,,
J7324,Orthovisc inj per dose,PER DOSE,114.536,20.000,,,,,,
J7325,Synvisc or synvisc-one,1 MG,7.951,20.000,,,,,,
J7326,Gel-one,per dose,529.258,20.000,,,,,,
J7327,Monovisc inj per dose,PER DOSE,636.590,20.000,,,,,,
J7328,Gelsyn-3 injection 0.1 mg,0.1 MG,0.696,20.000,,,,,,
J7329,"Inj, trivisc 1 mg",1 MG,4.691,20.000,,,,,,
J7331,"Synojoynt, inj., 1 mg",1 MG,3.633,20.000,,,,,,
J7332,"Inj., triluron, 1 mg",1 MG,10.269,20.000,,,,,,
J7336,Capsaicin 8% patch,1 SQ CM,3.421,20.000,,,,,,
J7340,Carbidopa levodopa ent 100ml,100 ML,243.607,20.000,,,,,,
J7345,"Aminolevulinic acid, 10% gel",10 MG,1.793,20.000,,,,,,
J7351,Inj bimatoprost itc imp1mcg,1 MCG,213.841,20.000,,,,,,
J7354,"Cantharidin top, applicator",Per 3.2 mg single-use applicator,654.757,20.000,,,,,,
J7355,Inj travoprost intra impl,1 MCG,195.721,20.000,,,,,,
J7356,Inj foscarb/foslevodopa 5 mg,0.25 MG - 5 MG,0.706,20.000,,,,,,Added October 2025
J7402,Mometasone sinus sinuva,10 MCG,11.345,20.000,,,,,,
J7500,Azathioprine oral 50mg,50 MG,0.062,20.000,,,,,,
J7502,Cyclosporine oral 100 mg,100 MG,2.039,20.000,,,,,,
J7503,Tacrol envarsus ex rel oral,0.25 MG,1.831,19.657,,,,,,Inflation-adjusted coinsurance
J7504,Lymphocyte immune globulin,250 MG,5135.090,11.283,,,,,,Inflation-adjusted coinsurance
J7507,Tacrolimus imme rel oral 1mg,1 MG,0.169,20.000,,,,,,
J7508,Tacrol astagraf ex rel oral,0.1 MG,0.586,20.000,,,,,,
J7509,Methylprednisolone oral,4 MG,0.108,20.000,,,,,,
J7510,Prednisolone oral per 5 mg,5 MG,0.231,20.000,,,,,,
J7511,Antithymocyte globuln rabbit,25 MG,999.367,20.000,,,,,,
J7512,Prednisone ir or dr oral 1mg,1 MG,0.005,20.000,,,,,,
J7515,Cyclosporine oral 25 mg,25 MG,0.802,20.000,,,,,,
J7516,"Inj, cyclosporine 250mg",250 MG,72.581,20.000,,,,,,
J7517,Mycophenolate mofetil oral,250 MG,0.157,20.000,,,,,,
J7518,Mycophenolic acid,180 MG,0.337,20.000,,,,,,
J7519,Inj. mycophenolate mofetil,10 MG,0.361,20.000,,,,,,
J7520,"Sirolimus, oral",1 MG,0.870,20.000,,,,,,
J7521,Tacrolim granules oral susp,0.1 MG,1.310,20.000,,,,,,
J7525,Tacrolimus injection,5 MG,263.148,20.000,,,,,,
J7527,Oral everolimus,0.25 MG,1.370,20.000,,,,,,
J7601,Ensifentrine inh 3 mg,3 MG,52.117,20.000,,,,,,
J7605,Arformoterol non-comp unit,15 mcg,0.709,20.000,,,,,,
J7606,"Formoterol fumarate, inh",20 MCG,2.728,20.000,,,,,,
J7608,Acetylcysteine non-comp unit,1 GM,8.655,20.000,,,,,,
J7611,Albuterol non-comp con,1 MG,0.169,20.000,,,,,,
J7612,Levalbuterol non-comp con,0.5 MG,0.274,20.000,,,,,,
J7613,Albuterol non-comp unit,1 MG,0.077,20.000,,,,,,
J7614,Levalbuterol non-comp unit,0.5 MG,0.091,20.000,,,,,,
J7620,Albuterol ipratrop non-comp,2.5 MG/0.5 MG,0.195,20.000,,,,,,
J7626,Budesonide non-comp unit,0.5 MG,1.351,20.000,,,,,,
J7631,Cromolyn sodium noncomp unit,10 MG,0.437,20.000,,,,,,
J7639,Dornase alfa non-comp unit,1 MG,55.162,20.000,,,,,,
J7644,Ipratropium bromide non-comp,1 MG,0.390,20.000,,,,,,
J7674,"Methacholine chloride, neb",1 MG,1.755,20.000,,,,,,
J7677,Revefenacin inh non-com 1mcg,1 MCG,0.188,20.000,,,,,,
J7682,Tobramycin non-comp unit,300 MG,16.216,20.000,,,,,,
J7686,"Treprostinil, non-comp unit", 1.74 MG,796.093,20.000,,,,,,
J8501,Oral aprepitant,5 MG,2.725,20.000,,,,,,
J8522,"Capecitabine, oral, 50 mg",50 MG,0.037,20.000,,,,,,
J8530,Cyclophosphamide oral 25 mg,25 MG,1.097,20.000,,,,,,
J8540,Oral dexamethasone,0.25 MG,0.015,20.000,,,,,,
J8560,Etoposide oral 50 mg,50 MG,77.462,20.000,,,,,,
J8610,Methotrexate oral 2.5 mg,2.5 MG,0.189,20.000,,,,,,
J8611,Oral methotrexate (jylamvo),2.5 MG,18.466,20.000,,,,,,
J8612,Oral methotrexate (xatmep),2.5 MG,22.680,20.000,,,,,,
J8655,"Oral netupitant, palonosetro",0.5 MG,422.893,18.352,,,,,,Inflation-adjusted coinsurance
J8670,"Rolapitant, oral, 1mg",1 MG,1.855,20.000,,,,,,
J8700,Temozolomide,5 MG,0.455,20.000,,,,,,
J8705,Topotecan oral,0.25 mg,124.832,20.000,,,,,,
J9000,Doxorubicin hcl injection,10 MG,3.018,20.000,,,,,,
J9011,"Datopotamab deruxtecan, 1 mg",1 MG,51.558,20.000,,,,,,Added October 2025
J9017,Arsenic trioxide injection,1 MG,8.153,20.000,,,,,,
J9021,"Inj, aspara, rylaze, 0.1 mg",0.1 MG,55.473,19.459,,,,,,Inflation-adjusted coinsurance
J9022,"Inj, atezolizumab,10 mg",10 MG,91.340,20.000,,,,,,
J9023,"Injection, avelumab, 10 mg",10 MG,100.087,20.000,,,,,,
J9024,Inj atezolizumb 5mg hya-tqjs,5 MG,31.584,20.000,,,,,,
J9025,Azacitidine injection,1 MG,0.566,20.000,,,,,,
J9026,"Inj, tarlatamab-dlle, 1 mg",1 MG,1564.636,20.000,,,,,,
J9027,Clofarabine injection,1 MG,4.190,20.000,,,,,,
J9028,"Inj, nogapendekin pmln, 1mcg",1 MCG,94.662,20.000,,,,,,
J9029,"Instill adstiladrin, tx dose",PER THERAPEUTIC DOSE,63342.282,20.000,,,,,,
J9030,Bcg live intravesical 1mg,1 MG,3.260,20.000,,,,,,
J9032,"Injection, belinostat, 10mg",10 MG,52.474,19.738,,,,,,Inflation-adjusted coinsurance
J9033,"Inj, bendamustine hcl, 1mg",1 MG,1.883,20.000,,,,,,
J9034,"Inj., bendeka 1 mg",1 MG,13.488,20.000,,,,,,
J9035,Bevacizumab injection,10 MG,73.201,20.000,,,,,,
J9036,Inj. belrapzo/bendamustine,1 MG,12.284,20.000,,,,,,AMP-based payment limit
J9038,Inj axatilimab-csfr 0.1 mg,0.1 MG,55.650,20.000,,,,,,Added October 2025
J9039,"Injection, blinatumomab",1 MCG,164.253,18.259,,,,,,Inflation-adjusted coinsurance
J9040,Bleomycin sulfate injection,15 UNITS,21.525,20.000,,,,,,
J9041,"Injection, bortezomib, 0.1mg",0.1 MG,2.791,20.000,,,,,,
J9042,Brentuximab vedotin inj,1 MG,258.640,17.939,,,,,,Inflation-adjusted coinsurance
J9043,Cabazitaxel injection,1 MG,227.277,20.000,,,,,,
